,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,1,22,2,0,0,13,0,53,0,0,6,0,0,0,0,0
layer_1,3,7,6,18,8,4,7,11,7,7,9,0,22,6,7,5
layer_2,8,13,10,11,9,0,10,8,9,2,15,6,12,8,7,9
layer_3,37,9,8,8,25,17,14,8,26,37,16,8,8,7,8,8
layer_4,4,40,18,28,25,22,16,25,45,42,58,15,16,11,51,30
layer_5,12,55,22,9,7,5,22,34,16,39,4,6,5,9,43,17
layer_6,22,10,9,8,8,9,80,0,8,17,11,8,10,69,9,9
layer_7,74,8,37,69,13,11,71,72,26,25,14,8,43,69,8,9
layer_8,13,9,0,36,43,1,8,12,8,2,8,5,8,8,0,8
layer_9,15,36,9,8,15,8,70,55,14,84,16,23,30,36,0,15
layer_10,8,8,8,9,7,12,8,8,7,8,14,8,8,7,8,8
layer_11,7,12,9,9,42,45,8,7,24,11,8,7,19,10,53,25
layer_12,9,4,8,8,8,8,8,7,8,13,8,13,12,7,12,8
layer_13,8,21,9,32,30,8,8,27,8,8,80,10,33,9,22,53
layer_14,7,8,12,8,8,8,8,8,13,8,8,11,8,8,8,13
layer_15,8,8,11,16,9,7,8,15,8,58,8,27,11,15,9,2
layer_16,8,8,8,10,8,8,8,8,8,8,8,7,8,8,8,8
layer_17,6,20,8,8,9,10,5,12,7,11,17,62,9,9,17,8
layer_18,8,11,7,8,9,8,8,8,8,12,8,8,8,8,9,8
layer_19,9,14,8,9,7,9,8,18,50,8,9,11,8,33,8,9
layer_20,8,8,8,7,9,8,8,8,8,8,14,8,8,8,8,8
layer_21,13,7,8,8,17,8,8,8,8,10,25,50,9,68,8,59
layer_22,8,9,45,14,8,8,9,11,8,9,8,23,8,18,38,8
layer_23,42,25,7,8,4,24,23,9,0,49,1,17,47,0,49,10
