,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,5,0,0,7,1,7,6,9,2,5,7,7,10,3,11,0,4,9,1,2,1,8,10,11
layer_1,8,4,11,4,6,7,14,13,0,11,5,12,0,7,9,1,4,17,12,2,10,8,7,10
layer_2,9,13,12,11,11,10,11,12,7,10,13,12,10,12,9,12,12,10,11,9,10,8,8,11
layer_3,8,8,13,11,12,13,9,11,10,8,9,11,12,11,10,11,12,12,8,10,8,13,11,10
layer_4,11,11,9,10,9,12,7,12,9,9,13,10,4,12,15,7,11,7,9,10,10,7,11,15
layer_5,11,13,11,24,21,12,7,6,8,4,10,10,13,6,12,11,14,13,9,10,9,12,12,11
layer_6,10,11,11,9,9,12,9,13,10,8,11,9,10,12,10,7,12,12,9,14,9,15,16,10
layer_7,9,4,16,8,11,14,14,9,15,14,12,10,10,12,13,8,16,15,16,9,21,11,10,12
layer_8,12,9,14,7,9,12,7,11,12,11,11,13,11,11,12,7,8,13,7,11,14,11,11,15
layer_9,12,18,11,10,10,11,7,7,9,12,12,10,12,10,19,10,9,13,8,14,9,12,8,12
layer_10,11,14,9,16,14,6,14,10,11,11,22,9,6,9,5,9,9,11,10,8,11,11,9,11
layer_11,9,11,10,12,9,12,9,11,14,11,15,10,11,11,8,13,10,10,7,15,11,10,9,10
layer_12,9,7,12,12,9,10,12,12,8,10,11,12,12,14,12,11,11,11,11,9,10,6,14,7
layer_13,12,11,12,9,9,9,6,8,8,9,12,11,13,14,11,11,8,12,10,9,7,9,8,12
layer_14,6,12,9,12,8,8,7,11,8,13,12,11,9,12,10,15,12,8,9,13,13,13,13,9
layer_15,8,10,11,9,7,9,8,10,10,5,4,3,8,8,9,13,7,11,9,8,10,11,14,10
layer_16,6,8,5,9,4,6,13,11,11,5,5,5,10,8,10,8,10,10,8,9,10,9,10,7
layer_17,11,7,13,8,9,10,5,10,9,11,11,10,8,8,10,11,9,11,8,9,7,6,9,8
layer_18,9,9,10,11,10,7,7,11,8,8,9,12,7,7,7,6,8,7,6,11,9,11,7,10
layer_19,9,3,9,12,8,7,8,2,11,12,9,13,8,7,9,8,9,8,8,9,9,7,7,6
layer_20,9,10,5,12,12,13,8,9,8,7,9,7,11,8,8,8,8,9,11,11,8,5,9,7
layer_21,5,6,9,7,5,4,7,6,5,7,7,5,8,9,7,8,10,7,8,9,7,7,11,9
layer_22,8,7,6,7,8,8,6,9,6,9,10,6,11,7,8,9,5,11,10,11,7,7,7,6
layer_23,7,15,5,7,9,8,12,10,9,10,8,10,5,7,12,9,9,6,12,11,12,10,11,9
layer_24,9,10,9,12,7,14,11,10,6,11,7,4,9,11,9,11,16,10,7,6,8,13,8,9
layer_25,9,7,5,6,12,5,8,9,8,17,13,10,5,7,7,10,9,7,12,7,9,11,10,7
layer_26,1,6,8,6,4,6,8,6,6,12,5,12,0,8,2,4,11,2,0,3,9,7,7,12
layer_27,17,14,12,10,13,10,9,3,10,10,7,0,7,9,7,7,8,9,8,6,5,8,6,13
