,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,27,30,22,125,108,24,50,138,55,26,23,27
layer_1,103,102,57,24,24,29,41,25,24,24,34,26
layer_2,173,24,156,181,43,135,35,55,176,42,50,24
layer_3,24,35,183,53,24,24,119,99,178,25,24,38
layer_4,32,43,24,26,24,25,24,50,25,24,24,177
layer_5,24,24,24,24,32,24,36,24,24,24,24,24
layer_6,41,24,24,24,49,24,24,24,26,24,24,24
layer_7,149,24,24,24,24,24,24,24,24,24,24,24
layer_8,24,24,24,24,24,24,26,44,24,24,24,19
layer_9,24,24,24,24,24,24,24,24,27,24,24,24
layer_10,24,24,24,24,24,25,24,24,24,34,24,24
layer_11,25,24,24,24,24,24,24,24,32,24,24,24
