,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,105.0,337.0,0.0,0.0,0.0,15.0,1.0,11.0,0.0,0.0,0.0,0.0,10.0,9.0,0.0,459.0,0.0,163.0,1.0,100.0,0.0,75.0,0.0,0.0
layer_1,0.0,4.0,0.0,0.0,3.0,2.0,0.0,0.0,63.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0
layer_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,2.0,7.0,1.0,0.0,12.0
layer_3,0.0,0.0,49.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,17.0,0.0,37.0
layer_4,0.0,0.0,0.0,60.0,0.0,18.0,1.0,0.0,0.0,0.0,0.0,26.0,4.0,34.0,0.0,0.0,0.0,4.0,11.0,20.0,0.0,0.0,0.0,12.0
layer_5,0.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,35.0,20.0,19.0,20.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,36.0,51.0
layer_6,32.0,0.0,0.0,0.0,2.0,65.0,4.0,43.0,22.0,27.0,0.0,5.0,21.0,0.0,4.0,6.0,1.0,36.0,0.0,0.0,5.0,0.0,83.0,163.0
layer_7,19.0,55.0,0.0,0.0,0.0,0.0,5.0,38.0,101.0,68.0,22.0,1.0,4.0,91.0,3.0,0.0,1.0,0.0,6.0,0.0,6.0,9.0,24.0,11.0
layer_8,0.0,0.0,2.0,5.0,45.0,93.0,0.0,0.0,0.0,6.0,7.0,52.0,0.0,9.0,21.0,103.0,1.0,3.0,27.0,0.0,1.0,13.0,26.0,4.0
layer_9,2.0,31.0,18.0,0.0,0.0,0.0,66.0,243.0,36.0,0.0,0.0,0.0,20.0,0.0,14.0,0.0,5.0,0.0,53.0,0.0,52.0,0.0,5.0,13.0
