,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,1,0,2,2,2,5,2,0,0,0,0,2,0,4,0,2
layer_1,2,1,1,2,1,3,3,0,0,0,1,0,1,4,0,0
layer_2,0,1,0,5,1,0,0,1,0,0,0,0,2,0,0,0
layer_3,0,0,2,1,4,1,0,1,0,0,0,0,0,0,0,0
layer_4,0,2,3,2,0,4,0,0,1,0,1,0,0,0,0,0
layer_5,0,5,2,3,5,2,1,0,1,0,0,0,3,0,0,0
layer_6,14,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0
layer_7,0,2,1,8,0,1,7,1,1,0,0,0,0,0,0,0
layer_8,0,1,3,12,9,0,1,0,2,0,0,0,0,0,0,0
layer_9,1,9,1,1,1,0,4,0,0,0,0,0,0,0,0,0
layer_10,4,3,1,7,5,2,2,1,0,0,0,0,0,0,0,0
layer_11,0,9,0,5,0,1,0,0,0,0,0,0,0,0,0,0
layer_12,0,5,2,5,4,1,0,0,0,1,0,0,0,0,0,0
layer_13,1,7,12,1,0,0,0,0,0,0,1,0,0,0,0,0
layer_14,4,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0
layer_15,0,4,4,3,0,0,2,0,0,0,1,0,0,0,0,0
layer_16,1,4,0,3,1,2,0,0,0,0,0,0,0,0,0,0
layer_17,3,4,4,0,0,0,2,0,0,0,0,0,0,0,0,0
layer_18,1,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0
layer_19,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
layer_21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
layer_22,3,4,0,0,0,1,0,2,0,0,0,0,2,0,0,0
layer_23,1,1,0,3,3,2,0,0,0,1,0,0,0,0,0,0
