,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0.27068502,2.8330982,0.17760503,0.26255172,0.2930166,2.3883545,1.4458712,4.8135934,1.5582784,0.02682966,0.025967218,0.02668921,0.38555926,6.515351,5.132394,13.338323,1.5620021,10.355501,0.88916,0.699939,0.7479707,0.34175736,7.4244974e-07,0.000110290144
layer_1,2.9335809,3.0874436,0.88890415,0.61564624,1.0776682,0.49257174,4.8445034,0.637388,1.3925929,1.850766,0.07786457,0.17828736,1.3395007,9.051714,0.45807198,1.2084382,3.3540673,0.540631,0.05100438,0.17830023,0.12257138,5.2731543,1.8155942,1.245559
layer_2,6.748304,0.96450883,2.6865523,3.858567,0.73912394,2.0375044,0.27675515,0.30399027,2.5008218,0.433373,0.21536095,0.33091447,0.44116566,0.8709053,2.5594645,0.0379799,0.010448338,0.09220751,1.4582276,0.23387395,0.55643576,5.482856,0.7572845,1.7859081
layer_3,1.4851935,0.62788385,7.2232227,0.3551939,0.66721463,0.39089155,5.8576694,1.6348007,0.7976625,1.4188054,0.24197544,1.0917882,0.85890627,0.4253061,0.48285258,1.6071366,2.9384437,0.58009017,1.5521791,1.917715,0.384949,2.7295198,2.4972143,2.1873348
layer_4,2.3459778,1.1418492,0.36470556,2.2528884,1.5129873,1.5954875,2.1758444,3.3884788,0.5988037,0.8369887,1.5439193,0.54546744,5.846212,1.2073498,0.06657951,2.1947062,0.7095898,1.8967445,2.9351652,1.2055234,2.8990574,0.16337122,0.32921478,1.7143403
layer_5,1.2562463,9.345244,4.7025547,0.60936195,1.7221353,1.0276636,0.01824841,0.004782677,0.22679888,2.1819715,1.0847075,2.0308511,2.7486155,4.9733057,1.1544324,1.0047092,1.3804736,0.9118364,1.9050928,13.117623,1.6661216,5.599844,5.2777486,1.796686
layer_6,2.3646693,0.18919669,0.9539907,1.4835547,2.0893047,3.8639941,4.428336,4.253237,4.243052,3.2204914,2.9676692,5.5148087,3.1070936,3.4096203,11.19377,3.907887,2.5014484,1.6160932,0.772508,0.3794777,2.8951602,0.17042464,1.3276507,4.151925
layer_7,2.7576902,4.0271964,0.3792974,4.9013314,2.7565434,2.072757,5.7598763,3.64206,3.1384373,12.756335,0.9238939,1.684619,8.665492,5.603137,3.4438226,5.6204305,4.4185534,1.2261404,1.6762562,1.9006436,1.2064729,2.346801,3.0518858,4.5411563
layer_8,1.0235485,2.081085,0.066274196,4.5482345,1.8694923,6.522675,0.19461697,1.360132,0.06817258,2.6410346,1.8527808,5.555773,1.7476629,4.4393926,3.0656414,7.3001285,8.113582,1.6047001,1.3188181,1.8842913,2.7351594,4.2934785,2.1353328,1.7739294
layer_9,3.3465023,1.7828457,6.6151605,0.7952592,2.2324882,0.9438509,11.681336,11.027111,1.9937986,1.911746,1.5356393,1.6021311,7.7369585,2.3282087,3.3341746,3.1977363,4.6344795,3.1245062,3.2628224,0.13772613,1.3329269,2.0077105,5.13989,0.9547843
layer_10,16.527147,4.2098317,3.6038048,0.34776992,0.19731614,0.51873356,2.4425962,2.9303567,4.0736027,2.0821655,2.18928,0.3234391,9.023559,10.742516,8.875381,2.290306,2.3583415,3.2195473,4.467159,3.7774522,4.299947,0.15004174,1.3156052,1.5922071
layer_11,7.5804434,2.0660095,4.0521026,3.4424517,2.6112,2.3543293,4.150205,3.3411486,3.7561278,3.4903224,2.885508,6.687294,2.9197352,8.508997,1.4895738,1.6995296,5.2412963,0.80172443,3.5639122,6.6788154,6.7154098,2.478442,3.5501335,3.4496584
layer_12,1.8015453,1.2842243,2.561911,0.33775014,0.5234801,1.766941,1.4871005,1.7673717,2.0652394,1.7348319,2.025791,2.3693225,2.0968604,1.1504037,2.8571835,0.98240083,0.8405473,11.95014,1.2923012,0.2311984,0.19502036,0.97465646,2.4310489,5.9801884
layer_13,2.5556264,2.1824062,1.4745605,1.4838169,2.9353366,2.852283,2.7343655,7.5884795,10.702947,1.5573043,2.833234,5.9606223,0.89968014,0.056511585,0.1635453,3.2210667,0.5245942,1.4458603,3.728824,5.1275935,2.4835038,1.289765,1.1010004,0.93697536
layer_14,2.7418728,0.04316813,0.02126819,3.7202146,4.9884777,9.844878,7.5190372,4.6857133,3.4760323,4.5591187,0.8832823,0.46895188,0.3258907,0.6182548,1.1222366,2.2987967,1.9090893,1.6209522,2.6343296,2.4055476,4.2029214,0.4096808,0.03079141,4.560497
layer_15,1.2363892,0.93878,4.078257,3.247458,5.2516875,1.5664296,0.80480593,1.2558745,4.1685534,3.1560538,3.666516,3.2395277,0.25491384,0.124089174,4.1355658,4.0099845,1.5575137,0.6817579,0.31884468,0.2545599,0.5787541,0.5379385,0.5382135,1.2379214
