,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,87,14,199,0,42,1,18,160,46,2,101,0
layer_1,4,78,192,0,61,23,5,0,8,43,39,2
layer_2,1,0,195,11,1,0,0,18,0,35,0,0
layer_3,97,0,11,22,0,0,2,0,0,2,0,18
layer_4,14,194,11,236,123,79,2,11,166,28,15,18
layer_5,0,0,0,0,0,0,0,0,2,0,183,29
layer_6,0,51,1,199,0,0,0,0,3,175,48,0
layer_7,3,36,0,8,1,1,1,7,0,0,0,0
layer_8,0,0,0,0,104,3,0,2,106,0,36,1
layer_9,0,2,0,0,0,11,25,1,130,2,0,4
layer_10,4,0,212,5,1,4,0,3,5,165,9,39
layer_11,42,107,102,37,179,9,25,1,147,0,53,240
