,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,143,104,168,306,94,70,78,95,319,32,272,295
layer_1,50,90,73,10,49,24,1,46,0,3,35,11
layer_2,268,74,4,1,25,4,14,43,14,271,68,36
layer_3,14,9,20,154,89,185,1,0,19,168,33,125
layer_4,65,26,0,8,42,93,16,73,7,1,27,101
layer_5,143,21,1,1,1,1,10,4,1,273,206,1
layer_6,0,5,3,6,65,10,88,2,0,235,12,276
layer_7,10,5,173,0,316,120,0,1,56,85,219,14
layer_8,1,0,22,1,0,3,3,9,1,81,35,12
layer_9,6,8,10,4,2,22,2,76,54,14,2,0
layer_10,18,3,70,2,6,3,9,3,28,3,31,4
layer_11,3,2,8,1,8,18,2,3,22,6,2,2
