,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,126,339,793,155,617,614,236,457,550,30,121,764
layer_1,772,409,0,334,0,620,328,1020,809,616,742,806
layer_2,425,718,653,9,8,994,500,0,740,614,599,5
layer_3,518,242,591,106,1250,915,265,270,123,3,10,532
layer_4,629,48,487,61,677,197,723,142,596,215,377,191
layer_5,427,263,1405,33,588,574,446,291,190,377,226,520
layer_6,13,485,171,419,546,85,1158,471,195,27,450,434
layer_7,633,485,326,300,582,304,361,1120,330,379,658,235
layer_8,333,292,262,372,339,530,476,1013,387,1398,840,664
layer_9,129,470,538,753,396,529,393,354,469,158,336,1133
layer_10,47,264,206,513,184,389,230,444,981,581,617,394
layer_11,404,302,471,362,590,428,273,592,231,621,675,112
