,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,246.0,2.0,302.0,4.0,59.0,16.0,29.0,269.0,161.0,6.0,199.0,4.0
layer_1,5.0,126.0,307.0,0.0,156.0,65.0,37.0,0.0,13.0,173.0,119.0,39.0
layer_2,4.0,0.0,324.0,24.0,1.0,18.0,0.0,93.0,6.0,120.0,0.0,3.0
layer_3,314.0,0.0,28.0,121.0,8.0,0.0,6.0,0.0,9.0,63.0,0.0,9.0
layer_4,109.0,266.0,9.0,353.0,266.0,73.0,74.0,102.0,135.0,128.0,93.0,69.0
layer_5,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,199.0,81.0
layer_6,8.0,283.0,106.0,153.0,4.0,0.0,1.0,0.0,19.0,235.0,98.0,1.0
layer_7,97.0,72.0,10.0,65.0,56.0,7.0,3.0,4.0,0.0,1.0,0.0,2.0
layer_8,0.0,10.0,9.0,0.0,266.0,42.0,1.0,8.0,179.0,2.0,425.0,381.0
layer_9,0.0,86.0,3.0,2.0,20.0,114.0,68.0,48.0,259.0,0.0,0.0,103.0
layer_10,213.0,39.0,312.0,31.0,138.0,35.0,3.0,0.0,44.0,245.0,50.0,320.0
layer_11,115.0,315.0,193.0,46.0,297.0,36.0,108.0,35.0,352.0,12.0,161.0,427.0
