,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10.245187,0.09680744,9.474586,1.2136778,8.141909,0.062486276,9.510723,21.998245,10.362721,10.831148,7.080836,10.2628565
layer_1,19.032671,18.956423,13.866234,7.776525,11.187206,7.1801195,7.153154,10.120243,8.549681,7.109215,15.547822,1.075009
layer_2,19.183357,5.9924407,26.777037,22.52349,14.97505,26.210766,10.435005,13.682333,21.920395,30.984686,15.775995,8.253397
layer_3,1.001757,11.818429,23.044641,12.969274,3.505574,5.586625,21.88423,31.436195,25.043879,11.540306,7.712215,18.904308
layer_4,8.788613,11.604057,3.8981938,18.915054,2.7837515,11.001622,14.019844,10.389989,5.7661586,7.8320065,1.9485822,34.909153
layer_5,3.3282738,1.0199506,12.546008,7.800916,11.035743,1.5976055,11.1858635,2.516298,4.266141,2.6748466,3.8517625,2.6474524
layer_6,17.395098,2.6549687,2.8112874,4.44026,10.057682,7.318399,2.80511,7.5936327,18.639542,1.1637243,3.0368874,5.9946895
layer_7,27.419693,1.8052374,1.1010569,3.8770802,6.106963,4.6436963,2.5146396,2.3640726,6.6693535,2.686311,1.2255654,2.0783741
layer_8,2.511478,1.432823,2.9910817,2.1992903,1.7754772,6.9520564,6.573405,15.9792,3.4767654,1.902508,4.298915,6.7950153
layer_9,2.3151333,1.46854,2.0536883,14.679084,1.9658239,1.7666781,1.3791146,2.5199933,7.8470454,1.2566506,4.3204565,1.5449815
layer_10,2.846146,2.3534057,2.3337724,1.7421576,2.6852655,5.795185,1.6875081,2.121346,1.8084023,12.194547,2.1524048,2.9482045
layer_11,6.7267947,3.204914,2.170364,5.301607,4.0110126,4.2445283,2.6266866,2.7824016,11.603371,2.0881839,3.3111444,4.3496237
