,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,54,70,58,58,39,31,26,29,30,27,32,24,38,28,33,29
layer_1,69,59,47,36,52,37,33,26,27,31,26,21,25,23,26,29
layer_2,64,48,46,53,40,33,26,24,29,25,32,25,30,25,25,29
layer_3,46,50,48,45,43,23,38,29,37,29,31,28,31,21,35,32
layer_4,64,43,56,43,24,43,23,25,26,38,24,32,40,26,24,29
layer_5,54,51,34,44,49,28,21,21,22,22,23,21,21,21,21,21
layer_6,32,49,54,32,50,21,26,22,21,21,21,21,22,21,21,21
layer_7,68,42,67,21,25,38,24,22,28,22,22,24,21,21,21,21
layer_8,60,42,26,42,32,21,21,21,21,21,21,21,21,21,22,23
layer_9,51,29,28,56,34,25,27,21,24,21,21,21,22,22,21,21
layer_10,48,27,22,25,24,21,23,21,21,21,21,21,21,22,23,22
layer_11,39,26,26,21,21,22,22,21,21,22,21,21,21,21,21,21
layer_12,28,38,35,21,28,21,21,23,21,21,21,21,21,21,21,21
layer_13,42,34,23,23,24,21,21,21,21,21,21,21,21,21,21,21
layer_14,29,42,23,24,21,21,21,21,25,21,21,21,21,21,21,21
layer_15,46,42,24,22,21,22,22,21,21,21,22,22,21,21,21,21
layer_16,50,30,21,21,21,22,21,21,21,21,21,21,21,21,21,21
layer_17,54,30,37,23,26,22,22,22,21,22,21,22,21,21,21,21
layer_18,43,45,23,22,21,23,21,21,22,21,21,23,21,21,22,21
layer_19,44,45,30,26,22,39,33,21,23,21,21,21,21,21,21,21
layer_20,53,42,41,24,30,23,22,24,22,21,24,21,21,21,21,21
layer_21,54,61,39,30,22,23,21,21,28,21,21,21,21,21,27,24
layer_22,55,41,40,21,28,36,31,31,21,21,21,21,29,21,21,23
layer_23,46,56,48,29,32,41,27,30,28,26,20,24,22,23,25,24
