,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,1,80,0,0,0,0,0,3,0,0,0,0,0,0,0,41,0,7,2,23,1,0,0,0
layer_1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2
layer_4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
layer_5,0,0,1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
layer_6,1,0,0,0,0,1,1,10,7,1,0,2,7,0,0,3,0,0,0,0,1,0,1,1
layer_7,0,12,0,0,0,0,3,13,37,4,0,0,0,6,0,0,0,0,2,0,3,3,1,0
layer_8,0,0,0,0,0,2,0,0,0,0,1,3,0,1,2,3,1,0,1,0,0,0,10,0
layer_9,1,8,1,0,0,0,24,55,1,0,0,0,3,0,1,0,0,0,0,1,1,0,0,0
layer_10,6,2,1,0,0,0,1,0,1,0,1,0,57,16,27,0,0,0,1,4,1,0,0,0
layer_11,5,0,0,0,0,0,0,0,0,0,0,3,4,35,8,0,2,0,16,10,0,0,0,2
layer_12,0,1,2,0,0,0,9,1,0,0,0,1,2,0,0,0,0,6,0,0,0,0,0,16
layer_13,0,0,0,0,0,0,55,3,16,2,0,0,0,0,0,0,0,0,0,9,0,0,0,0
layer_14,27,0,0,7,11,31,5,0,0,6,1,0,0,0,0,0,1,2,0,1,0,0,0,1
layer_15,0,0,1,9,1,0,0,0,11,0,9,0,0,0,4,0,0,5,0,0,0,1,0,0
layer_16,0,2,0,0,0,0,13,2,0,0,2,1,2,0,0,0,0,0,0,7,0,1,0,0
layer_17,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
layer_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_19,0,5,0,6,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0
layer_21,22,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
layer_23,0,0,0,1,0,6,0,0,1,0,0,0,0,0,1,0,8,3,0,0,0,0,0,1
layer_24,0,0,0,0,0,0,6,0,0,1,0,0,1,0,19,0,0,0,0,0,0,2,1,0
layer_25,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
layer_26,0,3,0,0,1,0,0,2,0,0,0,0,1,21,0,0,1,2,0,0,0,0,0,0
layer_27,4,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,3,18,0,2,0,0
