,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0,0,2,0,0,0,0,0,0,0,205,0,0,0,0,0,315,0,209,157,0,0,0,0,1,0,85,0,0,22,125,331
layer_1,12,0,0,0,0,0,0,0,9,0,0,0,3,22,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
layer_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0
layer_3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,8,0,0,0,2,1,0,0,4,0,3
layer_4,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0
layer_5,6,3,4,0,0,0,0,211,0,0,0,0,0,18,3,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0
layer_6,0,0,0,0,0,1,5,3,2,0,1,0,5,2,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0
layer_7,5,0,0,1,0,1,1,13,22,10,1,85,0,8,2,0,0,0,0,5,0,0,0,0,4,1,0,0,0,0,0,2
layer_8,0,0,5,0,1,0,1,0,23,17,0,0,3,6,0,1,0,0,0,0,0,6,0,2,0,1,1,0,15,0,0,17
layer_9,0,0,0,0,2,6,0,1,0,0,0,7,5,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,32
layer_10,0,0,1,0,0,2,0,13,0,0,0,0,5,6,8,67,1,0,0,53,0,1,4,1,1,0,0,0,1,24,0,9
layer_11,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,240,0,0,6,10,1,1,3,0,0,0,3,36,2,0
layer_12,68,6,27,5,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,0,0,1,0,3,34,2,2,0,0,0,16
layer_13,2,50,73,0,170,0,0,0,0,17,0,0,2,17,0,1,0,0,29,0,0,3,1,1,1,4,4,7,0,0,6,59
layer_14,0,0,0,0,0,0,0,0,12,1,2,0,0,99,1,8,1,0,0,0,6,8,0,6,0,0,1,1,0,0,0,0
layer_15,6,13,0,12,0,0,1,4,17,8,0,0,0,2,0,1,0,0,0,4,0,0,0,0,0,0,0,0,7,4,2,35
layer_16,2,0,0,0,0,5,6,8,3,1,12,6,0,0,0,0,0,0,3,0,0,11,2,2,0,4,11,1,0,1,1,13
layer_17,1,0,0,0,28,5,5,2,0,0,25,69,0,0,5,0,10,1,59,3,43,1,138,4,0,0,0,0,0,0,0,0
layer_18,0,0,0,0,1,190,9,52,15,0,4,0,2,4,1,0,18,7,0,10,0,0,0,0,0,0,0,0,0,0,0,20
layer_19,0,92,1,1,2,2,0,6,0,0,0,0,5,43,0,1,0,0,0,0,0,4,5,0,4,0,2,0,0,2,5,5
layer_20,0,0,2,0,0,1,0,0,1,0,1,2,5,0,0,0,2,0,1,0,0,1,0,0,3,0,16,1,0,0,0,0
layer_21,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,3,0,1,3,0,18,2
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,1,2,0,0,0,1,0,0,0,0
layer_23,0,0,0,0,0,9,15,0,0,0,1,0,0,0,0,0,134,23,81,0,0,16,22,1,22,0,0,2,0,0,0,2
layer_24,47,188,13,15,0,0,0,0,5,0,0,0,1,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
layer_25,0,0,0,6,0,0,1,1,0,1,1,0,0,0,1,4,0,0,0,1,0,1,0,14,0,1,4,0,0,0,0,0
layer_26,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,7,0,0,39,0,3,9,0,0,1,0,1
layer_27,0,3,0,6,0,1,3,1,0,0,0,1,1,40,1,20,0,12,37,2,1,0,0,4,0,1,0,0,0,0,0,0
layer_28,0,0,0,0,11,0,8,2,3,0,33,2,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,47,0
layer_29,0,0,0,1,21,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,42,2,4,27,1,0,1
layer_30,0,0,0,0,0,1,0,2,0,0,0,0,76,0,1,2,3,1,0,5,0,0,2,29,0,0,0,0,0,0,0,1
layer_31,39,207,5,3,0,0,0,0,27,2,0,0,0,4,0,3,0,0,0,0,0,0,1,2,8,2,9,0,0,0,0,0
