,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,142,36,1088,1,0,0,652,491,276,255,294,527,20,343,802,0
layer_1,11,1,0,0,413,1,38,217,0,1,0,2,7,5,34,21
layer_2,36,34,48,125,49,273,602,116,491,29,91,32,33,240,28,55
layer_3,50,70,0,0,79,279,0,0,250,25,61,145,276,124,946,121
layer_4,309,39,161,10,3,26,0,2,589,30,16,98,30,12,58,64
layer_5,0,0,0,368,770,30,80,0,38,57,0,2,134,47,28,0
layer_6,21,0,11,1,54,472,15,0,6,71,6,175,224,6,171,825
layer_7,0,0,78,148,51,835,0,0,292,132,0,0,211,30,30,92
layer_8,684,0,56,304,12,0,218,17,22,1,12,8,118,15,0,0
layer_9,36,106,0,0,13,10,22,156,0,2,4,70,2,77,0,0
layer_10,59,73,66,53,1130,382,3,6,199,38,89,114,41,33,15,20
layer_11,138,27,0,8,440,82,30,159,188,14,100,2,35,507,0,0
layer_12,64,52,75,170,550,129,2,10,0,2,0,0,125,24,0,0
layer_13,46,44,0,26,0,0,133,0,169,284,21,95,4,9,555,0
layer_14,8,14,32,99,226,11,142,303,6,2,501,556,2,1,1,85
layer_15,509,628,1,0,70,30,660,222,97,158,0,12,97,1,259,406
layer_16,680,768,70,15,258,143,2,37,1,244,2,20,0,1,10,0
layer_17,0,8,116,56,0,0,100,97,0,0,61,4,68,73,21,105
layer_18,1,23,16,43,5,21,54,163,1,181,0,340,157,172,71,90
layer_19,31,130,99,533,209,121,25,87,6,8,0,0,82,319,114,28
layer_20,1022,475,176,117,21,13,27,38,13,63,17,2,26,40,43,133
layer_21,111,74,29,72,29,34,2,39,151,7,130,103,40,49,157,568
layer_22,80,211,850,362,0,22,78,2,446,564,66,27,90,114,559,378
layer_23,4,100,2,0,56,3,203,611,0,1,319,22,90,80,56,14
layer_24,0,0,1030,431,239,382,85,203,0,0,1,90,0,0,21,139
layer_25,3,25,4,159,238,359,27,40,82,221,32,0,0,0,269,0
layer_26,2,2,36,87,17,17,334,19,80,612,5,14,1,212,0,23
layer_27,42,0,911,41,78,1,61,776,17,199,0,0,29,3,4,152
layer_28,19,69,0,0,2,0,0,65,0,0,2,0,0,0,0,0
layer_29,0,0,0,0,0,44,22,3,0,0,45,177,146,1,0,13
layer_30,1,0,3,0,0,0,250,1,0,0,17,66,0,0,8,32
layer_31,60,25,71,221,30,190,0,0,86,0,35,6,1,0,34,0
layer_32,0,0,0,0,0,0,0,0,253,4,9,18,73,0,0,0
layer_33,0,0,0,1,79,1,0,10,6,30,1,0,0,10,0,0
layer_34,0,0,0,0,15,45,0,3,4,20,5,3,0,0,0,0
layer_35,0,0,0,1,6,0,3,1,3,3,15,3,2,0,0,2
layer_36,1,1,7,0,0,2,0,0,0,7,4,0,0,0,63,0
layer_37,0,0,0,0,16,89,0,1,0,3,0,0,1,0,0,5
layer_38,0,16,0,0,0,56,0,0,0,97,6,0,0,0,39,1
layer_39,20,0,25,0,2,0,0,21,0,2,1,24,0,13,0,0
layer_40,0,0,7,109,0,0,4,0,0,0,15,0,0,0,0,0
layer_41,45,3,0,0,8,1,7,0,0,0,42,0,0,0,0,0
