,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,202.34134,695.78345,74.15645,114.0932,115.179886,125.15054,282.7633,394.31085,338.18845,56.565662,52.925156,68.394806,106.88679,233.54762,177.4556,781.3761,146.63988,574.9666,202.4992,356.124,201.10864,178.21678,0.11571388,0.34786913
layer_1,204.65091,116.14319,46.798786,34.32593,32.183685,28.931778,228.25278,58.720783,354.58328,460.3727,37.51833,59.65215,147.63759,88.4142,48.581776,281.71347,328.45663,24.613037,21.15372,28.192106,25.854721,128.66936,60.884846,48.876976
layer_2,22.488323,19.292828,26.173231,107.89024,53.930378,161.26141,19.735945,20.503342,23.554604,52.193535,61.159927,29.40873,53.90841,43.490147,128.60101,16.515436,8.256024,21.67269,112.19626,35.96403,67.26233,42.319176,36.405125,53.492912
layer_3,67.437,70.74349,145.01671,35.282562,28.930244,42.74039,97.4815,106.41736,70.639915,104.86114,39.498478,110.23995,150.0385,77.42068,35.147346,187.07202,109.924324,55.966366,115.78276,72.53968,41.2701,234.93427,186.19962,278.646
layer_4,105.8985,148.19444,92.118546,236.90062,102.6981,307.66583,202.4425,359.0275,54.870457,180.33104,214.15117,221.41367,249.54242,186.83456,23.721571,99.25343,47.718212,205.96765,285.14404,394.9211,111.24903,46.791084,27.602407,180.83931
layer_5,84.69948,201.89635,163.45442,108.61048,148.81708,116.67179,5.8884478,1.151102,53.35268,277.00977,340.935,342.37546,460.37708,353.6036,70.95347,70.239044,319.7494,97.16537,151.96184,233.90068,288.17175,299.84216,211.93025,467.0653
layer_6,409.52747,44.697483,88.82308,126.83948,170.07388,406.0213,365.41913,409.42142,366.26813,394.6309,260.09573,531.3371,346.52438,124.347885,384.95636,438.25912,237.0002,385.41125,97.97314,83.31176,328.2112,77.91413,422.66824,416.56363
layer_7,261.88275,664.68335,97.80504,324.2775,221.68987,204.69398,425.95966,294.31482,754.8708,541.0173,396.6206,357.83487,257.57132,491.45636,449.84296,410.0414,422.38455,195.87987,398.19482,248.34048,173.48077,608.0519,515.3752,451.33224
layer_8,90.25544,235.08136,41.169903,351.8872,391.50992,489.92578,38.292027,116.55074,16.802736,260.35474,191.04279,503.54294,373.11194,377.26154,470.51294,579.9411,392.9642,199.85468,473.53198,301.05173,276.32022,304.0994,421.02618,287.21625
layer_9,417.31918,534.49976,354.5875,102.193726,211.25037,129.8809,642.72205,577.45,427.3363,196.13269,162.45938,188.51443,287.18,133.27225,371.39868,223.29822,325.14658,287.95792,484.55908,49.756596,456.887,215.04471,267.43402,260.0187
layer_10,305.0755,361.17947,362.92487,87.83071,115.779434,103.783936,242.92418,536.9436,344.1022,207.65506,303.48416,62.430458,647.1931,521.08435,593.8222,225.57231,285.41632,283.70444,390.62372,445.15097,391.51385,21.729671,129.96866,131.48965
layer_11,380.80692,229.81891,331.05084,411.02426,314.52832,299.34268,297.4475,302.91437,416.33472,430.16467,312.44742,444.54697,618.45325,475.75568,463.01935,229.02426,503.36713,326.8924,714.98645,577.2076,457.71338,395.26935,376.11887,482.0668
layer_12,334.43005,320.34982,292.63983,67.94517,74.16403,404.01157,353.65317,430.14673,319.70908,333.57516,316.97705,339.0325,336.18915,195.07913,309.25952,149.95576,235.97151,391.18445,268.46176,55.67803,58.054836,193.89212,394.71652,503.1251
layer_13,266.89154,302.36136,254.81133,172.0366,301.7088,292.92236,547.48645,605.07654,532.8833,416.34955,311.9475,278.40353,119.47078,20.202204,33.68343,347.72156,91.53435,211.24307,246.83113,553.71454,245.16833,158.82982,155.84825,196.15448
layer_14,410.72397,26.845974,13.567345,536.57214,346.0046,579.82196,382.33862,360.76175,299.42413,265.2561,142.12315,134.01993,155.06213,157.41531,114.2946,306.56955,208.898,331.65854,242.38164,303.5145,288.73874,130.54408,32.23157,291.38425
layer_15,73.74654,85.947685,243.94072,372.90207,295.7332,268.40167,109.48525,154.10483,355.4772,319.47073,323.35095,341.00613,111.88,39.21558,216.26027,210.43205,201.12827,517.11035,89.378525,58.30562,93.03832,176.61848,174.60709,237.81699
layer_16,262.9191,291.9409,26.046638,13.328294,42.303234,28.814602,341.7352,196.14566,262.5932,117.87992,43.309566,148.4231,23.99347,23.456219,61.963528,77.567245,83.67911,79.99604,273.60236,412.68552,266.57892,176.03004,36.486195,41.883446
layer_17,107.78364,64.96633,111.33408,26.849766,53.198338,160.37004,292.4995,157.4603,197.11305,41.339798,101.47671,51.473476,8.2941885,108.429405,100.361305,213.19795,62.976063,170.93169,146.25618,41.330593,34.05911,45.78843,72.31304,188.51038
