,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,7.216086,3.3533719,24.681824,6.78961,28.001282,0.7790193,1.8432299,9.832588,7.779952,2.4282842,9.446226,4.6126375,16.154373,7.6363397,13.704367,5.1257763,21.437885,2.4740732,4.6395383,10.398527,1.9611745,19.954756,3.136773,9.661416
layer_1,17.583368,3.1608465,9.523101,14.928524,7.108305,13.71294,4.490969,1.1646193,5.224267,1.5505433,8.122368,2.4450753,8.474577,14.816625,18.111536,5.528947,14.101467,25.562094,3.472199,21.464058,2.4009345,16.663395,6.0623064,3.5820677
layer_2,1.0136238,11.416569,0.96067536,13.654959,15.007007,6.6279955,6.543978,3.8002203,4.6227894,7.5643935,9.62344,1.210981,9.441993,3.520901,10.996534,0.5902089,5.0532236,5.648362,2.2885635,5.069886,3.368549,14.656088,4.028617,1.0844916
layer_3,4.0382824,17.33564,11.738272,11.830209,8.71554,5.3887506,16.734344,6.438242,5.7654104,1.1254673,11.707695,20.51927,5.0950747,19.013819,14.936706,8.3719425,4.125094,2.9485126,10.865164,1.5994041,21.929176,11.125089,9.217599,10.237715
layer_4,5.136519,10.03301,17.561447,10.651641,19.840982,7.819669,14.349099,11.415596,21.164654,19.683266,10.901056,3.8308775,12.665604,5.5901475,20.575367,7.7777395,4.3683596,13.908749,18.991898,15.327206,17.67253,18.628208,4.298671,23.131804
layer_5,2.4531868,5.278502,21.339012,13.267197,11.214139,16.491516,13.580523,26.199158,21.235174,28.244215,11.915728,18.633884,3.4633398,20.552328,14.3171,15.417219,13.169291,22.257826,23.506582,18.820654,15.257957,6.5884995,9.267759,29.246572
layer_6,15.229722,29.562227,6.0538054,12.390203,16.115995,19.116072,18.374685,12.78857,21.067797,11.65138,12.875917,14.441725,11.100835,4.533735,21.372475,12.042738,26.983171,13.130368,12.023436,21.405645,24.676422,29.338524,3.8861785,26.71928
layer_7,6.4856334,12.858322,19.535236,36.007442,3.927952,17.45623,18.410921,11.461156,18.818138,7.7608013,23.315353,14.747324,18.822147,15.952974,20.59993,6.8837376,3.428864,27.008736,17.626951,10.482694,8.047959,37.328205,15.776538,16.452765
layer_8,3.14303,23.22021,13.539288,19.917913,10.399647,21.231306,15.730039,20.155056,9.473107,24.845371,12.870711,17.567684,17.04212,2.8293,16.116594,14.710849,12.713333,9.464865,9.335946,8.293072,19.911526,2.818001,18.28696,14.754139
layer_9,6.4739447,18.618782,17.100647,16.039774,3.681422,1.3108431,15.332458,18.39622,11.74761,21.572634,6.9333687,9.062782,18.880116,1.3848337,25.61517,13.246342,19.274319,5.9320965,29.053617,12.748686,21.193827,9.340005,19.3164,12.593573
layer_10,2.963605,10.922273,12.777379,2.3013978,0.9955946,8.598447,14.748004,17.859903,14.819385,18.519934,17.121052,1.600666,1.6839821,16.280119,7.0738964,23.544794,12.775527,11.85632,20.698708,12.412618,2.2916496,13.089864,13.673295,10.917128
