,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,166.95207,227.09338,680.6025,236.1624,204.67903,265.59244,57.082954,331.4022,426.59207,421.32254,407.44955,530.65436
layer_1,261.63538,404.11334,754.5156,174.8571,551.75085,152.20383,146.2808,169.10071,268.3005,602.7374,784.8964,351.4394
layer_2,190.58568,219.18306,357.64932,120.78085,37.596436,182.8727,135.40422,452.9741,197.6642,339.72314,405.15488,274.3064
layer_3,15.748956,191.79222,634.2509,343.11813,59.591534,729.13043,71.51412,114.85082,220.13625,131.13058,69.592125,72.337975
layer_4,91.506744,202.15306,528.0042,495.7252,29.903093,66.90459,130.60692,88.28425,254.02246,97.28319,76.1079,271.05344
layer_5,327.06552,231.14673,130.51523,678.8873,222.71767,318.6042,112.67322,31.937862,184.11797,223.16649,80.60834,215.79404
layer_6,512.0295,430.92297,473.68753,533.6919,509.12448,379.11185,137.73987,285.77722,123.35921,297.12854,137.52542,95.42453
layer_7,224.77242,317.18802,126.87837,386.7687,224.71805,641.2414,189.87332,360.43402,184.31483,419.01672,355.19083,497.47504
layer_8,201.42355,739.90436,54.470478,138.33351,49.848137,49.18001,165.20973,405.71445,45.40456,47.71046,35.477894,745.06116
layer_9,348.6056,396.18365,138.18079,215.57085,322.65494,294.44046,627.7915,479.54984,285.14432,151.61147,666.816,223.31967
layer_10,244.04189,307.60074,246.5161,330.68692,184.89781,174.18094,192.44987,344.25937,101.295654,521.97516,670.39886,444.25922
layer_11,335.513,316.0136,357.14368,84.57229,140.24826,125.87589,224.29839,252.23308,228.70407,138.97137,169.51619,234.09439
