,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,29,44,83,98,98,55,24,35,45,143,62,113
layer_1,71,55,49,185,1,34,66,193,40,82,116,37
layer_2,46,61,54,0,117,41,63,123,63,48,28,62
layer_3,164,35,66,19,134,54,41,53,3,182,32,76
layer_4,33,153,153,29,51,44,56,31,72,63,83,48
layer_5,56,65,98,181,3,9,18,58,16,1,169,94
layer_6,180,148,143,129,33,10,173,29,36,35,0,9
layer_7,75,56,27,168,49,10,60,148,31,125,92,12
layer_8,48,48,21,16,16,11,54,26,14,24,16,24
layer_9,9,20,9,10,8,17,10,16,11,28,15,16
layer_10,6,7,7,10,10,8,6,9,7,7,8,9
layer_11,5,5,10,21,8,7,4,6,14,5,6,10
