,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,15.0,39.0,10.0,33.0,16.0,30.0,10.0,27.0,159.0,8.0,181.0,122.0
layer_1,10.0,39.0,1.0,1.0,4.0,57.0,0.0,38.0,0.0,0.0,18.0,3.0
layer_2,166.0,14.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,170.0,1.0,110.0
layer_3,0.0,4.0,0.0,104.0,14.0,19.0,0.0,0.0,12.0,132.0,104.0,18.0
layer_4,31.0,1.0,0.0,0.0,5.0,146.0,3.0,5.0,0.0,0.0,3.0,48.0
layer_5,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,25.0,0.0
layer_6,0.0,0.0,0.0,0.0,5.0,61.0,43.0,0.0,0.0,18.0,0.0,31.0
layer_7,1.0,1.0,59.0,0.0,32.0,8.0,0.0,0.0,2.0,10.0,213.0,0.0
layer_8,0.0,0.0,12.0,0.0,0.0,10.0,6.0,1.0,0.0,25.0,5.0,2.0
layer_9,0.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0
layer_10,0.0,0.0,13.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0
layer_11,0.0,7.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,0.0,0.0
