,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,55.0,55.0,170.0,387.0,28.0,66.0,33.0,72.0,106.0,33.0,1.0,233.0
layer_1,32.0,1.0,13.0,1.0,54.0,7.0,0.0,6.0,2.0,0.0,25.0,6.0
layer_2,0.0,68.0,1.0,0.0,13.0,0.0,5.0,15.0,13.0,0.0,22.0,15.0
layer_3,6.0,1.0,3.0,0.0,54.0,231.0,0.0,0.0,28.0,0.0,15.0,269.0
layer_4,23.0,2.0,0.0,4.0,12.0,0.0,11.0,52.0,0.0,3.0,11.0,0.0
layer_5,0.0,30.0,0.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,270.0,0.0
layer_6,1.0,0.0,1.0,5.0,81.0,1.0,0.0,1.0,0.0,447.0,8.0,388.0
layer_7,20.0,0.0,0.0,0.0,484.0,168.0,0.0,0.0,0.0,166.0,0.0,15.0
layer_8,0.0,2.0,1.0,1.0,0.0,0.0,13.0,5.0,4.0,74.0,35.0,16.0
layer_9,13.0,4.0,49.0,22.0,3.0,16.0,0.0,75.0,25.0,17.0,2.0,0.0
layer_10,22.0,1.0,62.0,2.0,7.0,1.0,6.0,1.0,35.0,0.0,20.0,9.0
layer_11,2.0,2.0,19.0,4.0,4.0,16.0,0.0,7.0,15.0,5.0,1.0,3.0
