,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,260,0,305,100,0,30,325,5,2,158,54,16
layer_1,2,65,2,3,1,6,2,35,4,34,59,4
layer_2,0,2,39,0,39,2,3,0,16,2,0,10
layer_3,24,0,3,85,8,57,4,0,86,1,0,75
layer_4,0,45,2,422,126,23,1,4,256,4,180,63
layer_5,11,0,5,0,0,28,0,0,0,0,0,59
layer_6,85,3,327,43,0,54,31,1,1,314,1,58
layer_7,2,0,0,64,292,0,0,3,1,0,0,0
layer_8,26,0,145,0,34,83,0,0,36,0,387,58
layer_9,0,7,0,0,0,0,0,0,294,0,0,0
layer_10,16,45,63,26,35,40,18,14,179,31,31,28
layer_11,402,10,116,25,24,44,137,122,435,33,202,165
