,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,25.210476,27.793768,25.39305,28.07089,33.080532,31.237703,50.8368,25.705568,24.559948,21.541256,10.013439,41.81881,21.252295,32.501823,12.652563,21.090446
layer_1,7.8980746,24.48402,11.889465,16.457233,7.939778,4.7903776,16.193665,29.60042,14.714457,16.073757,17.594831,11.149649,19.517761,21.969315,9.022779,14.150103
layer_2,8.453575,29.45889,13.368292,6.966054,9.510623,2.3727217,11.198821,39.02938,12.963264,6.070446,15.461413,20.248459,9.025459,12.382278,7.8715076,16.303482
layer_3,17.071346,13.796937,30.380762,9.848589,19.47445,24.911684,3.8634262,35.963528,13.513359,4.379612,8.26262,7.42014,14.92359,18.438213,14.313379,3.207901
layer_4,0.17014197,63.173977,10.998308,14.491962,41.491062,35.076794,33.934772,20.014359,20.906168,23.490856,30.472923,8.394019,18.949142,12.004047,19.695103,12.896379
layer_5,20.367603,34.28311,31.294136,18.815208,14.5906515,94.24703,18.582895,7.879925,26.007532,22.0983,15.9845295,17.191154,8.191373,15.1913,11.8159485,9.718224
layer_6,30.999586,25.870897,6.4168577,93.93654,9.926996,20.924438,45.35273,39.97533,15.299855,20.206444,9.742148,17.07707,9.50384,8.559827,8.445202,7.581706
layer_7,0.012568742,45.899384,14.450202,35.552032,10.432026,21.906063,25.393156,61.848232,26.209845,34.82448,26.990553,8.565605,10.831982,11.291141,7.1354866,13.620015
layer_8,2.5776355,12.860613,50.46403,55.804024,32.357765,85.10444,25.015724,25.654802,24.45961,18.01921,14.681929,7.298041,9.228404,8.303389,7.8026567,7.1433167
layer_9,42.35692,38.844204,31.950558,21.756247,40.043724,24.050045,36.616856,19.96779,14.388307,11.727875,10.111515,13.29816,12.241487,7.905285,7.046926,7.522698
layer_10,86.95994,34.08299,26.956589,33.09922,38.862087,25.609558,107.815216,25.100277,11.661484,11.288887,7.177226,10.510093,7.163092,7.022123,7.4166718,7.277834
layer_11,17.030928,52.3543,24.48863,30.517443,14.927285,37.441475,8.457786,31.973043,22.806297,18.588993,17.931131,7.0478473,8.557937,7.8414,8.08208,7.841104
layer_12,55.730484,30.025713,34.02353,42.25386,29.126041,16.707163,30.268423,21.362818,13.813451,30.802443,8.342475,16.024982,10.720065,7.4108043,7.1911974,13.15976
layer_13,32.927334,36.427677,54.409336,28.83574,43.212914,24.771833,15.7440605,26.428707,31.884018,15.586208,33.678284,14.501446,13.72444,7.08052,8.862788,7.944121
layer_14,72.37278,19.345192,19.809578,27.906334,21.700212,36.6651,22.542717,9.038146,27.140116,26.410463,9.196802,7.4770117,15.56181,7.2981896,12.993478,10.96677
layer_15,13.011902,41.62431,34.561893,20.375843,27.737045,15.226267,39.99099,27.484116,22.468233,16.665228,17.1424,10.6355505,7.644188,17.504532,11.334694,14.352446
layer_16,31.64219,43.687973,11.166026,24.774155,20.820293,26.618704,18.123573,17.765303,14.260747,9.918069,7.2881417,8.400699,11.231295,17.878292,8.736946,8.310349
layer_17,8.961279,56.768326,42.730526,44.022903,10.16701,18.319643,12.009681,23.630964,9.049237,18.277782,9.328352,7.2348804,7.1494675,8.261921,7.621008,10.221339
layer_18,25.035294,20.383547,21.57551,33.553314,18.008108,17.904621,9.870308,13.6063385,17.467518,10.077015,8.154127,7.443384,7.406373,7.5237784,12.423934,7.843109
layer_19,19.164488,33.69721,15.597135,25.135153,22.897736,28.591888,29.938597,10.980294,8.043684,16.07759,8.204879,13.786568,11.357963,7.562371,8.027497,22.177292
layer_20,10.365783,38.260674,32.72512,10.504292,12.969171,27.12502,18.739809,20.407824,14.567763,8.077311,9.53698,7.427841,7.3321996,7.225246,7.2090797,8.395004
layer_21,5.252154,12.415629,24.959538,29.98409,18.891603,22.82792,38.90129,10.851265,11.079608,10.433374,7.728494,7.6616087,7.5481825,7.635139,45.839554,12.426412
layer_22,28.957136,44.472218,65.99617,24.74036,21.259357,19.423677,28.67789,33.78005,12.012748,10.571836,7.832248,7.9399467,9.082321,7.9209,9.56333,14.689236
layer_23,21.456808,27.67346,43.93261,53.44065,29.097961,48.21399,19.20533,29.70487,28.972757,27.9957,13.044007,15.892388,15.821176,17.401333,16.460035,20.596115
