,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,517.0,194.0,251.0,100.0,14.0,50.0,110.0,15.0,0.0,244.0,2.0,14.0,59.0,15.0,5.0,12.0
layer_1,101.0,442.0,67.0,31.0,154.0,24.0,49.0,192.0,23.0,28.0,26.0,24.0,16.0,9.0,8.0,56.0
layer_2,48.0,137.0,55.0,24.0,527.0,18.0,16.0,11.0,19.0,46.0,21.0,32.0,24.0,17.0,21.0,14.0
layer_3,344.0,116.0,397.0,79.0,15.0,10.0,18.0,13.0,32.0,245.0,33.0,5.0,84.0,10.0,11.0,7.0
layer_4,544.0,34.0,8.0,21.0,201.0,89.0,509.0,9.0,11.0,9.0,14.0,13.0,30.0,25.0,72.0,110.0
layer_5,503.0,93.0,52.0,17.0,19.0,11.0,15.0,10.0,18.0,9.0,10.0,9.0,9.0,9.0,9.0,44.0
layer_6,101.0,297.0,37.0,14.0,23.0,6.0,77.0,9.0,31.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
layer_7,567.0,214.0,48.0,172.0,9.0,104.0,16.0,9.0,32.0,9.0,9.0,8.0,12.0,9.0,9.0,8.0
layer_8,582.0,12.0,83.0,91.0,13.0,57.0,10.0,9.0,21.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0
layer_9,381.0,97.0,5.0,60.0,29.0,15.0,10.0,9.0,9.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0
layer_10,80.0,529.0,10.0,12.0,17.0,23.0,13.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
layer_11,130.0,60.0,29.0,40.0,10.0,19.0,9.0,10.0,9.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0
layer_12,203.0,207.0,37.0,48.0,10.0,15.0,9.0,13.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
layer_13,192.0,205.0,11.0,33.0,12.0,13.0,9.0,22.0,11.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0
layer_14,47.0,15.0,11.0,34.0,11.0,18.0,15.0,9.0,10.0,14.0,9.0,9.0,20.0,9.0,9.0,9.0
layer_15,373.0,208.0,13.0,33.0,11.0,9.0,29.0,14.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0
layer_16,542.0,72.0,9.0,10.0,18.0,25.0,9.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0
layer_17,95.0,74.0,91.0,63.0,11.0,14.0,10.0,51.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0
layer_18,103.0,51.0,38.0,124.0,21.0,92.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0
layer_19,38.0,72.0,72.0,23.0,9.0,26.0,155.0,10.0,9.0,10.0,9.0,9.0,18.0,9.0,10.0,9.0
layer_20,100.0,200.0,197.0,9.0,16.0,10.0,13.0,23.0,8.0,9.0,49.0,9.0,9.0,9.0,9.0,9.0
layer_21,35.0,539.0,11.0,12.0,9.0,10.0,12.0,9.0,10.0,11.0,9.0,9.0,9.0,9.0,33.0,9.0
layer_22,23.0,15.0,137.0,6.0,48.0,15.0,13.0,85.0,9.0,9.0,10.0,9.0,71.0,9.0,10.0,4.0
layer_23,2.0,4.0,39.0,3.0,5.0,0.0,3.0,4.0,1.0,0.0,20.0,9.0,10.0,7.0,12.0,10.0
