,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,653,76,1147,149,89,1,277,611,448,299,910,74
layer_1,805,697,3,12,36,654,309,584,0,1228,2,76
layer_2,129,0,202,695,4,4,732,40,1,1092,921,3
layer_3,85,1,99,17,12,34,0,25,255,106,0,120
layer_4,109,75,1,137,3,0,0,0,984,66,0,0
layer_5,1151,41,0,3,70,12,1,2769,10,55,23,0
layer_6,28,919,67,1700,0,0,5,18,2177,0,10,40
layer_7,0,23,205,1749,7,23,0,22,285,0,68,197
layer_8,59,309,63,194,0,3,2177,215,291,275,2,21
layer_9,1,1,380,1021,3,48,531,0,1237,588,0,1
layer_10,936,0,1,4,211,928,107,42,0,995,9,1
layer_11,1135,1015,0,677,1469,160,2,25,6,138,1452,1621
