,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,438,621,38,6,448,377,439,395,3480,163,4279,1483
layer_1,133,2716,69,6,0,226,28,208,26,4,271,17
layer_2,4370,174,0,2,157,40,27,38,4,4370,107,376
layer_3,2,32,16,3064,80,0,0,0,72,3486,491,0
layer_4,38,140,0,0,42,3475,9,20,3,1,0,2139
layer_5,3971,1,2,0,0,0,0,1,164,4311,4,17
layer_6,0,0,1,1,42,722,1271,1,0,1,0,8
layer_7,0,133,1039,0,12,626,0,0,53,0,5479,0
layer_8,22,0,190,12,0,846,1,145,0,409,408,4
layer_9,26,69,44,4,11,219,1,110,65,2,151,7
layer_10,38,4,244,8,6,1,69,40,270,7,343,243
layer_11,2,3,230,1,12,16,2,4,230,98,3,2
