,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,235.0,28.0,1327.0,3.0,0.0,0.0,1137.0,875.0,328.0,237.0,233.0,485.0,22.0,483.0,1056.0,0.0
layer_1,14.0,0.0,4.0,0.0,671.0,4.0,56.0,226.0,0.0,0.0,0.0,11.0,0.0,4.0,53.0,73.0
layer_2,35.0,29.0,46.0,158.0,73.0,392.0,565.0,125.0,529.0,36.0,137.0,31.0,84.0,243.0,44.0,117.0
layer_3,16.0,122.0,5.0,0.0,56.0,468.0,0.0,1.0,381.0,27.0,20.0,239.0,603.0,82.0,1231.0,167.0
layer_4,307.0,43.0,214.0,4.0,1.0,89.0,3.0,8.0,579.0,38.0,19.0,86.0,21.0,5.0,70.0,87.0
layer_5,0.0,1.0,0.0,490.0,1006.0,42.0,208.0,0.0,24.0,61.0,0.0,0.0,86.0,59.0,101.0,2.0
layer_6,30.0,3.0,20.0,3.0,177.0,931.0,27.0,0.0,9.0,40.0,24.0,318.0,228.0,3.0,198.0,1063.0
layer_7,0.0,1.0,186.0,383.0,85.0,904.0,2.0,5.0,585.0,136.0,0.0,0.0,210.0,43.0,44.0,165.0
layer_8,929.0,0.0,59.0,411.0,10.0,0.0,265.0,31.0,56.0,0.0,20.0,20.0,115.0,15.0,0.0,0.0
layer_9,76.0,172.0,2.0,0.0,24.0,9.0,86.0,241.0,1.0,0.0,1.0,143.0,6.0,94.0,3.0,0.0
layer_10,46.0,34.0,168.0,72.0,1484.0,700.0,6.0,15.0,265.0,39.0,195.0,345.0,107.0,26.0,33.0,49.0
layer_11,87.0,61.0,0.0,14.0,882.0,109.0,128.0,421.0,168.0,31.0,90.0,0.0,14.0,1142.0,0.0,0.0
layer_12,86.0,35.0,170.0,416.0,840.0,346.0,6.0,3.0,0.0,4.0,1.0,0.0,276.0,15.0,0.0,2.0
layer_13,47.0,112.0,4.0,39.0,0.0,0.0,110.0,0.0,272.0,321.0,61.0,176.0,1.0,0.0,1097.0,0.0
layer_14,61.0,27.0,39.0,183.0,578.0,7.0,155.0,444.0,18.0,2.0,584.0,732.0,3.0,0.0,1.0,261.0
layer_15,817.0,831.0,1.0,0.0,137.0,104.0,1272.0,564.0,184.0,217.0,0.0,39.0,222.0,2.0,371.0,570.0
layer_16,1102.0,951.0,58.0,32.0,312.0,226.0,5.0,51.0,6.0,639.0,7.0,46.0,0.0,0.0,29.0,0.0
layer_17,0.0,33.0,259.0,138.0,0.0,0.0,158.0,108.0,0.0,0.0,115.0,2.0,131.0,143.0,50.0,108.0
layer_18,1.0,40.0,51.0,84.0,7.0,45.0,81.0,243.0,3.0,295.0,0.0,653.0,181.0,241.0,129.0,187.0
layer_19,44.0,229.0,175.0,720.0,371.0,322.0,66.0,229.0,10.0,14.0,0.0,0.0,130.0,582.0,228.0,83.0
layer_20,1414.0,895.0,266.0,210.0,15.0,14.0,66.0,73.0,30.0,71.0,34.0,9.0,67.0,83.0,57.0,250.0
layer_21,204.0,63.0,69.0,122.0,27.0,74.0,13.0,107.0,202.0,11.0,190.0,172.0,46.0,87.0,250.0,1095.0
layer_22,170.0,305.0,1172.0,443.0,0.0,35.0,158.0,2.0,584.0,1055.0,169.0,89.0,183.0,241.0,948.0,788.0
layer_23,4.0,72.0,9.0,1.0,105.0,2.0,339.0,966.0,0.0,2.0,559.0,29.0,173.0,151.0,149.0,53.0
layer_24,0.0,0.0,1467.0,638.0,417.0,690.0,214.0,352.0,0.0,0.0,1.0,170.0,0.0,0.0,66.0,370.0
layer_25,8.0,17.0,3.0,180.0,518.0,673.0,49.0,120.0,155.0,398.0,28.0,3.0,0.0,0.0,382.0,1.0
layer_26,11.0,4.0,65.0,152.0,49.0,37.0,736.0,47.0,100.0,984.0,15.0,49.0,0.0,303.0,2.0,45.0
layer_27,70.0,0.0,969.0,116.0,203.0,12.0,118.0,992.0,21.0,129.0,0.0,0.0,63.0,9.0,47.0,310.0
layer_28,13.0,26.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
layer_29,0.0,0.0,0.0,0.0,0.0,91.0,52.0,3.0,0.0,0.0,76.0,370.0,207.0,10.0,1.0,18.0
layer_30,6.0,0.0,0.0,4.0,0.0,1.0,419.0,0.0,0.0,0.0,27.0,161.0,0.0,0.0,18.0,99.0
layer_31,101.0,93.0,34.0,445.0,15.0,155.0,0.0,0.0,137.0,7.0,43.0,2.0,3.0,0.0,19.0,0.0
layer_32,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,305.0,11.0,9.0,42.0,54.0,0.0,0.0,0.0
