,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,53,1,102,3,53,3,16,108,30,4,50,0
layer_1,4,64,187,0,11,32,4,2,15,78,40,0
layer_2,0,0,192,0,23,40,0,0,3,109,0,0
layer_3,128,2,0,3,1,0,0,2,3,25,0,0
layer_4,147,79,3,100,66,20,146,17,56,36,23,8
layer_5,0,0,0,0,0,0,0,0,6,0,146,5
layer_6,0,86,5,141,1,0,1,0,2,148,32,0
layer_7,12,78,0,18,6,20,1,1,1,0,0,0
layer_8,0,15,0,0,117,8,0,1,152,0,121,43
layer_9,0,49,0,0,2,27,22,2,152,0,0,12
layer_10,21,0,191,49,12,44,4,3,95,194,3,67
layer_11,72,58,137,19,189,17,42,2,102,0,111,237
