,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,15,0,181,0,224,3,5,1,5,0,37,2,6,2,32,25,5,3,0,11,0,7,2,3
layer_1,34,3,0,1,27,0,5,0,28,0,0,58,52,6,105,11,2,29,3,4,14,1,1,42
layer_2,0,9,0,0,2,0,9,0,0,1,4,1,5,55,0,0,0,0,0,2,0,1,0,1
layer_3,1,0,8,3,0,16,0,69,1,8,5,199,0,20,0,12,2,6,0,0,4,0,0,5
layer_4,0,2,0,29,40,76,0,0,37,25,0,0,0,5,8,0,10,0,58,60,122,14,6,7
layer_5,0,59,11,0,11,86,9,58,6,4,0,0,0,3,0,0,73,6,7,0,0,1,28,40
layer_6,101,41,1,42,2,0,2,13,17,7,1,1,0,2,11,107,1,2,13,12,49,7,10,15
layer_7,34,0,7,21,0,30,153,8,0,0,14,37,1,25,4,12,2,3,0,0,0,73,2,10
layer_8,0,69,0,0,21,1,6,3,1,18,3,0,18,0,0,0,0,2,14,6,6,0,97,1
layer_9,0,2,3,2,0,0,1,5,1,1,0,0,3,0,3,6,34,1,2,0,37,1,3,1
layer_10,0,5,1,0,0,0,0,8,1,6,8,0,0,6,0,1,0,0,15,1,7,1,6,56
layer_11,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
layer_12,3,4,0,1,7,3,1,4,4,5,4,4,1,4,5,6,4,5,4,1,4,0,4,6
layer_13,24,18,8,26,67,8,8,7,16,13,5,62,130,35,54,11,18,24,8,10,8,2,12,29
layer_14,3,5,0,0,2,0,41,0,0,13,3,0,9,46,0,0,2,5,2,1,1,8,0,0
layer_15,2,0,5,71,2,0,2,27,1,1,4,117,0,0,0,13,7,0,0,0,4,6,0,1
layer_16,0,2,1,11,21,33,1,1,16,11,0,1,0,5,3,1,0,0,32,26,97,3,0,4
layer_17,0,12,8,2,6,52,7,17,3,4,0,4,1,2,1,0,41,5,5,1,1,0,6,14
layer_18,29,21,1,16,0,0,2,1,10,3,0,0,0,0,10,60,1,2,7,0,26,2,0,6
layer_19,10,0,0,6,1,2,33,2,0,0,0,18,0,0,0,2,0,0,0,0,0,10,1,7
layer_20,0,3,0,3,1,0,2,0,1,1,2,0,3,1,0,1,0,0,0,4,1,0,6,0
layer_21,0,0,1,0,0,0,2,2,0,0,0,0,1,0,0,6,3,0,2,0,3,0,0,0
layer_22,2,0,1,1,1,0,1,1,0,1,7,2,0,4,0,2,2,0,0,0,4,2,2,16
layer_23,23,8,3,16,11,2,8,1,3,3,0,1,8,2,3,18,2,0,0,2,0,0,0,1
