,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31,head_32,head_33,head_34,head_35,head_36,head_37,head_38,head_39,head_40,head_41,head_42,head_43,head_44,head_45,head_46,head_47,head_48,head_49,head_50,head_51,head_52,head_53,head_54,head_55,head_56,head_57,head_58,head_59,head_60,head_61,head_62,head_63,head_64,head_65,head_66,head_67,head_68,head_69,head_70
layer_0,55.0,55.0,56.0,24.0,29.0,25.0,41.0,21.0,37.0,27.0,22.0,20.0,51.0,29.0,32.0,12.0,49.0,32.0,15.0,55.0,32.0,37.0,42.0,42.0,27.0,39.0,40.0,61.0,6.0,16.0,31.0,42.0,17.0,18.0,28.0,28.0,37.0,36.0,23.0,27.0,23.0,26.0,61.0,44.0,33.0,36.0,19.0,36.0,46.0,46.0,53.0,29.0,28.0,69.0,34.0,42.0,26.0,33.0,19.0,25.0,26.0,21.0,30.0,17.0,37.0,54.0,47.0,22.0,33.0,16.0,29.0
layer_1,16.0,6.0,8.0,16.0,19.0,24.0,22.0,30.0,20.0,27.0,10.0,10.0,19.0,8.0,30.0,13.0,17.0,12.0,23.0,36.0,17.0,31.0,23.0,28.0,11.0,36.0,39.0,20.0,36.0,22.0,19.0,28.0,19.0,15.0,65.0,9.0,24.0,20.0,16.0,13.0,9.0,12.0,15.0,15.0,16.0,12.0,11.0,11.0,22.0,13.0,34.0,18.0,9.0,19.0,11.0,16.0,11.0,11.0,9.0,23.0,6.0,17.0,8.0,6.0,18.0,11.0,18.0,11.0,76.0,16.0,38.0
layer_2,10.0,39.0,54.0,22.0,26.0,31.0,11.0,25.0,26.0,9.0,43.0,13.0,20.0,22.0,33.0,17.0,64.0,13.0,18.0,28.0,39.0,29.0,9.0,35.0,19.0,24.0,32.0,33.0,6.0,4.0,19.0,9.0,22.0,15.0,28.0,24.0,49.0,15.0,21.0,27.0,65.0,75.0,11.0,11.0,25.0,21.0,20.0,26.0,7.0,13.0,29.0,45.0,41.0,29.0,27.0,24.0,19.0,23.0,12.0,10.0,13.0,54.0,56.0,44.0,14.0,33.0,16.0,15.0,66.0,23.0,24.0
layer_3,10.0,19.0,15.0,23.0,18.0,63.0,17.0,14.0,13.0,33.0,16.0,0.0,34.0,15.0,40.0,31.0,20.0,16.0,15.0,12.0,14.0,24.0,32.0,52.0,18.0,30.0,36.0,21.0,22.0,17.0,17.0,25.0,13.0,25.0,21.0,13.0,26.0,15.0,74.0,28.0,13.0,15.0,16.0,14.0,11.0,12.0,12.0,13.0,24.0,20.0,16.0,29.0,11.0,21.0,22.0,15.0,29.0,20.0,15.0,13.0,29.0,23.0,20.0,14.0,14.0,17.0,41.0,20.0,40.0,17.0,18.0
layer_4,22.0,39.0,22.0,23.0,21.0,22.0,10.0,40.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,20.0,24.0,22.0,22.0,42.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,27.0,23.0,25.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,24.0,22.0,21.0,22.0,23.0
layer_5,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,45.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,25.0,22.0,22.0,22.0,22.0,25.0,22.0,22.0,29.0,22.0,22.0,22.0,23.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,50.0,23.0,22.0,23.0,22.0,22.0,36.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0
layer_6,22.0,22.0,22.0,22.0,22.0,23.0,30.0,23.0,18.0,22.0,25.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,18.0,21.0,25.0,36.0,22.0,22.0,22.0,22.0,22.0,22.0,24.0,22.0,43.0,19.0,22.0,23.0,22.0,26.0,22.0,22.0,22.0,22.0,28.0,22.0,23.0,40.0,22.0,28.0,22.0,24.0,23.0,42.0,23.0,2.0,22.0,24.0,25.0,22.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,24.0,22.0
layer_7,22.0,23.0,38.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,32.0,40.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,24.0,22.0,22.0,22.0,23.0,22.0,23.0,42.0,22.0,25.0,22.0,22.0,23.0,22.0,13.0,22.0,40.0,23.0,37.0,23.0,22.0,22.0,34.0,25.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,21.0,26.0,22.0,22.0,22.0,22.0,22.0,22.0
layer_8,30.0,22.0,27.0,22.0,24.0,22.0,23.0,37.0,22.0,22.0,23.0,22.0,22.0,23.0,23.0,22.0,22.0,34.0,27.0,21.0,22.0,23.0,22.0,22.0,24.0,22.0,23.0,30.0,27.0,6.0,24.0,26.0,20.0,22.0,24.0,23.0,31.0,43.0,22.0,27.0,22.0,22.0,22.0,22.0,24.0,22.0,22.0,22.0,27.0,23.0,22.0,25.0,21.0,22.0,22.0,36.0,22.0,22.0,33.0,25.0,23.0,22.0,33.0,22.0,22.0,22.0,26.0,22.0,22.0,22.0,22.0
layer_9,29.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,32.0,22.0,22.0,21.0,22.0,22.0,22.0,24.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0,26.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,22.0,22.0,22.0,22.0,1.0
