,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
0,0.32691512,0.116770186,0.37598345,0.018012423,0.13250518,0.113871634,0.19068323,0.045962732,0.1378882,0.21552795,0.23229814,0.22753623,0.34720498,0.21097308,0.21677019,0.10766046,0.3078675,0.2242236,0.053416148,0.17722568,0.17018634,0.1805383,0.12546584,0.07018633,0.07101449,0.2616977,0.436853,0.30559006,0.000621118,0.11449275,0.21863355,0.17142858,0.3,0.05652174,0.17412008,0.24886128,0.22236025,0.1115942,0.06004141,0.24430642,0.123188406,0.06708074,0.17536232,0.19378883,0.14699793,0.24927536,0.08178054,0.1447205,0.3668737,0.19710144,0.24534161,0.25134575,0.31221533,0.3043478,0.1621118,0.11304348,0.17060041,0.21221532,0.17929606,0.17080745,0.21780539,0.15093167,0.22753623,0.24492754,0.13995859,0.1815735,0.2447205,0.1962733,0.3898551,0.02153209,0.20973085
1,0.016356107,0.088405795,0.09648033,0.057142857,0.11242236,0.083436854,0.24616978,0.50910974,0.09130435,0.13395445,0.05279503,0.13436852,0.052587993,0.056935817,0.1552795,0.024223603,0.06832298,0.13581781,0.13209109,0.112836435,0.07971015,0.03540373,0.020496894,0.1252588,0.063561074,0.06418219,0.08509317,0.04327122,0.25610766,0.038716357,0.05383023,0.04658385,0.126294,0.057971016,0.084886126,0.058178052,0.057556935,0.10517599,0.094824016,0.13064182,0.08881988,0.021118013,0.112836435,0.050724637,0.08115942,0.06625259,0.060869563,0.05900621,0.20496894,0.036853,0.16997929,0.098757766,0.07929607,0.058592133,0.10973085,0.24451345,0.089440994,0.09006211,0.0757764,0.08509317,0.0252588,0.10993789,0.05652174,0.089440994,0.07122153,0.1942029,0.089440994,0.061283644,0.3904762,0.083850935,0.05921325
2,0.027950311,0.08654244,0.08426501,0.05610766,0.041821945,0.42608696,0.031055901,0.049068324,0.147412,0.04699793,0.096273296,0.055072464,0.060455486,0.1310559,0.05031056,0.051345754,0.11614907,0.058385093,0.08964803,0.1126294,0.33498964,0.11511387,0.033333335,0.057763975,0.048033126,0.06687371,0.04658385,0.08219462,0.0053830226,0.0070393374,0.013250518,0.04575569,0.22153209,0.033126295,0.10973085,0.14389233,0.030227743,0.024223603,0.054658387,0.07432712,0.0815735,0.06853002,0.15548654,0.04575569,0.11325052,0.05320911,0.05300207,0.023809524,0.04057971,0.030227743,0.09979296,0.1600414,0.15755694,0.04989648,0.0378882,0.34472048,0.03416149,0.38447204,0.25383022,0.060455486,0.15652174,0.17556936,0.090890266,0.057142857,0.04430642,0.15238096,0.03188406,0.016563147,0.089440994,0.11759835,0.063147
3,0.019875776,0.0097308485,0.019461697,0.06004141,0.039130434,0.14140786,0.010144928,0.032712214,0.014285714,0.0184265,0.0942029,0.0064182193,0.039751552,0.020496894,0.027122153,0.012008281,0.015320911,0.00931677,0.012215321,0.013250518,0.03126294,0.0252588,0.010766045,0.026915114,0.013043478,0.17991719,0.13084885,0.20973085,0.021325052,0.044927537,0.048654243,0.016770186,0.010559007,0.03126294,0.011387164,0.07536232,0.061283644,0.014285714,0.07826087,0.042028986,0.039130434,0.014285714,0.022360248,0.01594203,0.011180124,0.016563147,0.012215321,0.010144928,0.06252588,0.027122153,0.042857144,0.024223603,0.012836439,0.14492753,0.013043478,0.016149068,0.12691511,0.12898551,0.042028986,0.03167702,0.09254658,0.018219462,0.012836439,0.03706004,0.010766045,0.07556936,0.048033126,0.038923394,0.016149068,0.024844721,0.008902691
4,0.014699793,0.015527951,0.014492754,0.09109731,0.014906832,0.014699793,0.014285714,0.024430642,0.014699793,0.014699793,0.015113872,0.017598344,0.014699793,0.014699793,0.014906832,0.014699793,0.055072464,0.015527951,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793,0.01594203,0.014699793,0.014699793,0.014906832,0.084886126,0.014699793,0.01573499,0.06915114,0.014699793,0.015113872,0.014699793,0.014699793,0.028985508,0.018012423,0.015113872,0.019668737,0.01573499,0.014699793,0.014699793,0.015113872,0.017598344,0.015320911,0.20745341,0.015113872,0.014699793,0.014699793,0.015113872,0.020289855,0.014699793,0.014699793,0.014699793,0.0184265,0.014699793,0.06666667,0.014906832,0.014699793,0.01573499,0.2815735,0.014285714,0.014699793,0.015113872,0.015113872,0.014699793,0.014699793,0.012836439,0.021118013,0.014906832,0.014699793
5,0.014699793,0.014699793,0.015113872,0.014699793,0.014699793,0.014699793,0.020703934,0.014699793,0.014699793,0.014906832,0.014699793,0.014699793,0.014906832,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793,0.015113872,0.014906832,0.014699793,0.014699793,0.014699793,0.014699793,0.015113872,0.015113872,0.014699793,0.014699793,0.014699793,0.014699793,0.015320911,0.014699793,0.014699793,0.01863354,0.014699793,0.01594203,0.014906832,0.014699793,0.014699793,0.016149068,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793,0.014492754,0.014699793,0.014699793,0.14989649,0.016356107,0.014699793,0.014906832,0.014699793,0.015113872,0.023188407,0.014699793,0.014699793,0.014699793,0.014699793,0.017184265,0.014699793,0.014699793,0.014492754,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793
6,0.016356107,0.0184265,0.014699793,0.017184265,0.015113872,0.01884058,0.020289855,0.014285714,0.015113872,0.014699793,0.049068324,0.016356107,0.014699793,0.014699793,0.014699793,0.014699793,0.014699793,0.016977226,0.014906832,0.111801244,0.051138718,0.014699793,0.019668737,0.014699793,0.02153209,0.026708074,0.017598344,0.014699793,0.014699793,0.014699793,0.017598344,0.014906832,0.014699793,0.015113872,0.017805383,0.025879918,0.080331266,0.014699793,0.014699793,0.014699793,0.015320911,0.014699793,0.01573499,0.015113872,0.014699793,0.0747412,0.015113872,0.02173913,0.226294,0.057349898,0.016563147,0.014699793,0.01594203,0.014699793,0.015320911,0.018219462,0.005590062,0.015320911,0.019461697,0.21966873,0.014699793,0.1,0.014699793,0.023188407,0.01594203,0.014699793,0.014699793,0.014699793,0.017805383,0.015113872,0.02505176
7,0.014492754,0.02194617,0.037474122,0.014699793,0.014906832,0.014699793,0.015113872,0.014699793,0.015113872,0.014285714,0.015320911,0.051345754,0.014699793,0.041821945,0.11118013,0.013871635,0.015113872,0.014699793,0.01573499,0.01573499,0.019461697,0.014906832,0.014699793,0.014699793,0.014699793,0.015113872,0.014699793,0.014699793,0.01573499,0.019254658,0.014699793,0.014699793,0.015320911,0.015113872,0.014906832,0.015320911,0.018219462,0.01573499,0.09751553,0.014699793,0.016356107,0.017805383,0.014699793,0.026086956,0.015320911,0.02505176,0.0252588,0.058799174,0.016563147,0.014699793,0.014699793,0.022360248,0.014906832,0.014906832,0.014699793,0.01573499,0.020703934,0.014906832,0.014699793,0.014699793,0.014078675,0.014699793,0.014699793,0.17432712,0.019668737,0.015113872,0.01594203,0.014699793,0.014906832,0.014699793,0.014906832
8,0.052380953,0.019668737,0.014906832,0.014906832,0.03726708,0.015113872,0.06542443,0.042650104,0.014699793,0.014699793,0.01594203,0.014906832,0.015527951,0.016356107,0.021118013,0.014699793,0.014699793,0.22919254,0.014285714,0.014699793,0.015320911,0.016149068,0.014699793,0.014699793,0.019461697,0.014906832,0.015113872,0.036853,0.41407868,0.004140787,0.02463768,0.033126295,0.05900621,0.015320911,0.015527951,0.0184265,0.019254658,0.020496894,0.014699793,0.11884058,0.020289855,0.016563147,0.014699793,0.01573499,0.06832298,0.014699793,0.016149068,0.015113872,0.045341615,0.024430642,0.017184265,0.014699793,0.022567287,0.021118013,0.014699793,0.038302276,0.015113872,0.014699793,0.026501035,0.017598344,0.014906832,0.014699793,0.039751552,0.015527951,0.014699793,0.014699793,0.047204968,0.024223603,0.03167702,0.08467909,0.015320911
9,0.017391304,0.015113872,0.06708074,0.014699793,0.014906832,0.014906832,0.02215321,0.014699793,0.014906832,0.024844721,0.014699793,0.014906832,0.014699793,0.014699793,0.014699793,0.014699793,0.01594203,0.01884058,0.015113872,0.014906832,0.014699793,0.014699793,0.014699793,0.17349896,0.014699793,0.014699793,0.016356107,0.014906832,0.014906832,0.014699793,0.015113872,0.014699793,0.014699793,0.014699793,0.014906832,0.026915114,0.01884058,0.015527951,0.021325052,0.014699793,0.084886126,0.015320911,0.014906832,0.014906832,0.014699793,0.014285714,0.037474122,0.014699793,0.015527951,0.014699793,0.015320911,0.016977226,0.014699793,0.016563147,0.45569357,0.08881988,0.014699793,0.017184265,0.015113872,0.017391304,0.014906832,0.014699793,0.016356107,0.014699793,0.015320911,0.014699793,0.016149068,0.014699793,0.015527951,0.014699793,0.0010351967
