,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,74,52,73,49,19,39,10,24,25,52,48,18,47,14,5,17
layer_1,40,87,80,120,114,120,121,50,97,81,64,81,65,32,60,51
layer_2,77,72,91,121,114,118,117,45,68,76,85,54,84,76,67,82
layer_3,138,57,73,88,97,20,106,24,73,77,63,75,73,28,70,56
layer_4,96,59,27,98,69,83,26,48,40,114,52,74,52,49,40,35
layer_5,77,54,77,31,32,24,21,22,22,22,21,21,22,21,21,26
layer_6,118,77,78,56,22,17,32,22,21,21,21,21,21,21,21,21
layer_7,78,71,40,72,17,70,70,21,26,22,20,22,21,21,21,21
layer_8,80,12,63,35,20,23,21,21,24,22,21,21,21,21,21,21
layer_9,91,139,16,32,36,26,28,21,22,21,21,21,22,21,21,21
layer_10,62,55,31,104,50,22,29,21,21,22,21,21,21,21,21,22
layer_11,34,69,69,69,21,31,22,22,21,21,21,21,21,21,21,21
layer_12,90,70,45,65,31,25,22,24,21,21,21,21,21,21,21,21
layer_13,59,98,39,52,22,22,21,21,25,21,21,21,21,21,21,21
layer_14,46,109,36,29,30,43,21,21,21,22,21,21,22,22,21,21
layer_15,55,97,46,38,21,21,57,21,21,21,25,21,21,21,21,21
layer_16,83,53,19,51,29,34,21,21,21,21,21,21,21,21,21,21
layer_17,46,84,55,30,22,27,44,29,21,21,22,21,21,21,21,21
layer_18,60,49,47,31,37,23,26,23,22,20,21,21,21,21,24,21
layer_19,36,27,65,25,22,36,33,20,20,21,21,21,25,21,21,22
layer_20,39,43,28,23,27,25,22,21,21,21,22,21,23,21,22,21
layer_21,21,53,31,22,21,24,23,22,23,21,21,21,21,21,39,30
layer_22,25,37,9,26,50,28,42,14,21,23,21,21,78,21,25,18
layer_23,49,43,103,31,38,36,49,25,16,14,37,29,26,13,55,21
