,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,146.82513,162.01796,262.5316,368.80246,126.074356,175.25069,125.221085,146.6156,330.55457,115.1642,480.755,304.27875
layer_1,70.37902,159.56761,88.27935,26.079699,111.06722,64.80748,39.561966,105.492805,75.66956,55.596573,166.39896,54.35639
layer_2,616.81104,145.789,30.44181,51.57316,93.31724,44.666847,45.698055,86.1299,35.927246,616.8731,63.76822,125.41816
layer_3,16.460575,72.39632,55.069336,254.55394,85.98292,352.09317,31.778872,47.258934,94.347015,200.40555,123.02846,242.34723
layer_4,89.94182,89.53338,8.376049,7.1040254,86.09274,284.70868,117.1348,96.66126,62.058933,116.08633,115.10176,228.60735
layer_5,354.98813,58.153534,25.572508,37.920074,85.74484,20.345379,76.28631,26.352245,57.03138,494.3172,275.3225,37.869785
layer_6,6.6134725,19.191994,62.943863,77.39713,244.93774,160.88678,188.51974,40.66228,37.111782,433.1221,111.65036,539.0218
layer_7,89.22655,47.594387,356.17398,11.2227,549.76373,190.14238,22.285786,16.522764,131.89467,253.68932,475.62286,71.07682
layer_8,49.92117,41.469925,25.964203,110.54021,20.0137,91.12655,78.83078,118.83662,56.564762,239.92072,288.41724,122.93773
layer_9,84.45855,120.09827,45.99455,171.3537,48.418106,156.58313,42.112823,185.57845,75.97383,73.31314,77.639854,53.686436
layer_10,61.770126,29.121082,94.73668,59.32287,100.238075,27.024305,99.151886,40.77323,148.86528,37.612133,102.87448,109.8951
layer_11,25.711966,35.948246,106.76366,16.251802,53.683144,90.99103,25.41614,29.109465,133.54344,94.93663,21.3389,36.611607
