,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,0,0,0,48,0,0,0,0,0,0,1019,0,0,0,0,0,129,0,231,78,0,0,0,0,0,0,141,0,0,134,26,1710
layer_1,78,0,0,0,0,0,0,1,54,0,0,12,2,80,20,2,8,1,1,0,16,29,0,0,0,0,0,14,0,0,1,0
layer_2,0,0,0,0,0,0,0,0,8,0,0,7,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,12,4,0
layer_3,0,2,0,0,0,0,0,7,1,0,0,0,7,0,27,2,0,0,0,0,0,0,0,0,63,14,0,5,7,0,2,19
layer_4,0,0,0,0,0,2,0,1,0,0,0,2,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
layer_5,1,9,11,0,0,0,0,1,10,0,0,0,0,6,0,6,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0
layer_6,0,0,0,0,0,10,649,5,0,0,1,0,22,34,0,34,0,0,0,1,1,25,0,0,0,0,0,0,20,14,0,2
layer_7,17,0,0,0,0,11,0,3,6,1,0,4,0,5,4,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,5
layer_8,0,1,0,2,2,0,0,0,2,3,0,0,16,1,0,25,0,0,0,0,29,0,1,0,2,1,0,1,14,4,0,472
layer_9,0,0,0,0,2,13,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,1,9,0,0,0,0,4,232,4
layer_10,0,0,0,25,54,60,1,1131,0,0,9,0,137,3,134,179,15,4,0,109,7,3,3,1,3,1,0,0,15,1,0,5
layer_11,2,0,0,0,0,7,0,66,0,0,0,1,0,0,0,0,1,1343,10,0,0,7,22,1,53,0,0,1,83,5,14,3
layer_12,1258,42,84,7,1,0,0,0,0,0,0,0,1,0,1,1,2,45,2,2,0,9,0,0,30,4,0,7,0,1,0,326
layer_13,3,25,157,0,37,0,2,0,0,10,27,1,10,64,0,103,10,4,5,5,0,26,63,193,2,3,11,8,0,2,138,83
layer_14,3,8,0,0,0,0,0,0,8,2,0,0,0,1520,11,38,4,0,0,0,69,4,0,1,0,0,3,9,1,0,0,0
layer_15,41,2,2,39,0,0,3,3,8,1,1,1,0,67,6,100,0,0,0,11,0,0,0,0,0,0,0,0,20,12,0,18
layer_16,230,0,0,0,0,4,214,7,11,4,51,0,0,0,0,0,0,0,37,0,0,0,0,135,0,0,34,8,0,0,2,5
layer_17,0,1,0,0,93,588,499,2,0,0,1,440,23,43,42,13,5,21,153,2,236,19,646,91,0,0,0,1,67,7,0,0
layer_18,0,0,1,0,7,197,5,175,54,1,377,0,2,0,10,15,71,67,2,11,0,0,0,0,0,24,1,2,0,0,0,10
layer_19,14,94,19,0,21,24,7,5,0,0,0,0,9,7,0,2,0,0,0,0,17,199,1,0,37,37,0,43,1,37,64,45
layer_20,0,4,0,5,0,0,0,62,0,0,0,0,0,0,0,4,27,0,1,0,0,8,0,0,0,4,2,92,2,0,0,0
layer_21,0,0,0,0,0,6,0,0,0,0,0,0,123,1,3,4,0,0,0,0,230,0,2,0,3,1,0,0,150,1,167,80
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,13,0,52,0,0,0,0,0,157,0,5,2,0,0,0,0,1,0,0,0
layer_23,0,10,30,26,0,152,0,4,0,0,1,0,0,0,0,0,1,0,11,16,17,7,19,29,97,4,14,12,0,0,0,0
layer_24,72,163,10,43,34,0,0,0,225,6,15,0,0,5,7,1,0,0,0,0,0,3,36,48,1,0,1,0,0,0,0,0
layer_25,0,0,0,2,0,0,0,0,0,48,0,1,33,2,6,35,0,0,0,0,3,1,3,0,0,0,0,0,1,0,0,0
layer_26,0,7,60,10,0,0,0,0,68,0,11,14,37,1,0,15,0,0,0,0,3,33,15,16,1,1,37,2,0,1,11,9
layer_27,4,37,0,3,3,11,17,11,0,9,17,82,0,45,0,5,0,4,9,0,30,2,2,114,25,1,0,0,14,0,0,0
layer_28,0,0,0,0,126,29,17,0,19,279,15,20,19,22,23,1,0,0,0,1,2,50,0,0,0,0,0,2,4,16,585,0
layer_29,1,1,18,4,100,11,136,6,1,0,0,0,12,13,4,0,3,11,0,4,81,0,0,0,16,7,0,176,55,22,5,11
layer_30,0,0,0,0,0,2,0,0,0,4,1,0,51,7,22,3,12,0,6,35,0,2,13,148,0,0,0,1,0,3,1,4
layer_31,4,425,26,9,0,0,0,0,550,8,1,0,3,26,4,10,0,0,0,0,4,0,22,1,100,207,126,27,0,0,0,0
