,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,326.0,79.0,5.0,1.0,255.0,33.0,76.0,75.0,111.0,65.0,77.0,83.0
layer_1,10.0,26.0,0.0,43.0,61.0,55.0,13.0,79.0,1.0,0.0,29.0,7.0
layer_2,29.0,1.0,88.0,7.0,0.0,1.0,1.0,11.0,12.0,89.0,270.0,0.0
layer_3,2.0,58.0,2.0,7.0,3.0,2.0,0.0,1.0,2.0,210.0,75.0,147.0
layer_4,68.0,27.0,35.0,2.0,1.0,6.0,0.0,428.0,5.0,12.0,2.0,86.0
layer_5,0.0,2.0,26.0,0.0,0.0,2.0,129.0,291.0,8.0,27.0,0.0,0.0
layer_6,79.0,3.0,42.0,458.0,0.0,1.0,1.0,1.0,0.0,85.0,158.0,26.0
layer_7,2.0,12.0,0.0,8.0,12.0,48.0,1.0,1.0,1.0,253.0,0.0,3.0
layer_8,0.0,2.0,118.0,0.0,17.0,18.0,0.0,1.0,56.0,15.0,0.0,0.0
layer_9,0.0,4.0,7.0,3.0,44.0,7.0,0.0,2.0,0.0,3.0,2.0,0.0
layer_10,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
layer_11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
