,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,153.0,76.0,20.0,0.0,45.0,189.0,115.0,273.0,57.0,131.0,53.0,60.0
layer_1,19.0,64.0,3.0,42.0,303.0,20.0,69.0,359.0,2.0,0.0,24.0,2.0
layer_2,132.0,20.0,420.0,17.0,0.0,23.0,0.0,20.0,1.0,418.0,70.0,0.0
layer_3,0.0,14.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,165.0,427.0,489.0
layer_4,51.0,3.0,7.0,2.0,0.0,3.0,0.0,95.0,1.0,180.0,0.0,414.0
layer_5,1.0,1.0,2.0,0.0,0.0,0.0,7.0,433.0,2.0,30.0,2.0,0.0
layer_6,365.0,8.0,379.0,292.0,0.0,0.0,0.0,0.0,0.0,77.0,5.0,10.0
layer_7,0.0,0.0,11.0,211.0,112.0,35.0,0.0,25.0,0.0,178.0,0.0,7.0
layer_8,0.0,1.0,14.0,0.0,29.0,22.0,0.0,0.0,228.0,149.0,11.0,0.0
layer_9,0.0,54.0,17.0,16.0,40.0,2.0,0.0,3.0,0.0,72.0,40.0,0.0
layer_10,0.0,0.0,0.0,0.0,16.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0
layer_11,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
