,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,13,12,19,24,16,42,41,20,20,32,8,36,27,36,5,29
layer_1,12,13,15,37,21,26,31,34,34,35,35,30,35,29,34,24
layer_2,15,15,20,17,24,18,29,33,29,11,32,30,25,30,24,30
layer_3,16,7,22,12,27,28,13,30,24,21,22,20,28,25,21,11
layer_4,5,30,14,14,33,33,30,28,26,27,26,18,27,23,30,16
layer_5,12,9,24,22,17,21,16,10,14,27,14,14,14,18,14,13
layer_6,30,16,3,18,23,14,14,15,14,14,14,15,16,14,14,16
layer_7,2,37,7,32,0,8,14,14,14,14,14,14,14,14,14,14
layer_8,5,0,19,25,16,16,26,14,16,17,14,14,14,14,15,15
layer_9,7,34,22,21,38,18,14,15,16,14,14,14,16,16,14,14
layer_10,42,32,14,15,16,24,20,17,14,14,15,14,14,14,15,16
layer_11,11,33,20,14,14,23,15,15,14,16,14,15,14,14,15,15
layer_12,39,9,20,19,21,14,19,30,14,14,15,16,14,14,14,14
layer_13,19,28,18,19,21,15,14,15,15,14,16,14,14,14,14,14
layer_14,18,15,15,20,24,14,14,14,15,14,14,14,14,15,14,18
layer_15,15,32,16,15,17,14,19,14,14,14,14,14,14,14,14,28
layer_16,30,34,14,14,14,18,14,14,14,14,15,14,14,21,14,14
layer_17,10,33,18,15,14,14,14,22,14,14,16,14,15,14,14,14
layer_18,33,20,15,31,14,14,14,14,14,14,14,14,14,15,16,14
layer_19,21,27,15,14,14,18,16,15,15,14,14,13,14,14,14,14
layer_20,15,36,26,14,14,20,22,14,16,14,21,14,14,14,14,14
layer_21,27,18,18,30,15,21,14,18,14,14,14,14,14,14,32,14
layer_22,13,11,42,15,40,17,23,33,14,15,14,14,32,14,14,13
layer_23,33,36,38,39,23,30,32,15,19,24,31,29,28,16,27,19
