,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,148,137,139,124,56,103,104,40,24,63,21,76,56,69,14,40
layer_1,64,142,126,71,119,79,72,71,59,71,65,61,75,71,62,71
layer_2,96,140,110,113,75,60,53,79,62,38,68,60,73,53,60,63
layer_3,137,108,134,92,95,61,38,70,77,38,54,40,54,61,64,26
layer_4,133,156,81,80,82,120,138,60,63,54,71,50,63,58,62,44
layer_5,134,133,123,113,97,89,59,56,62,69,65,59,55,59,59,58
layer_6,124,189,99,102,86,56,71,68,59,61,59,62,59,59,59,58
layer_7,127,148,74,65,41,159,75,64,74,66,60,64,63,60,59,61
layer_8,130,43,114,158,93,74,59,128,59,59,59,59,59,59,59,59
layer_9,162,79,27,98,100,65,84,59,59,59,59,59,59,59,59,59
layer_10,185,155,94,85,68,61,99,59,59,59,59,59,59,59,59,59
layer_11,117,95,85,63,60,73,61,65,59,59,59,59,59,59,59,59
layer_12,130,112,132,64,81,60,88,63,59,60,59,59,59,59,59,59
layer_13,138,72,71,66,65,59,59,63,59,59,61,59,59,59,60,59
layer_14,134,69,59,73,71,58,59,59,72,59,59,59,60,59,59,60
layer_15,66,156,77,60,59,60,64,59,60,59,59,59,59,59,59,61
layer_16,190,100,63,64,59,62,59,59,59,59,59,59,59,59,59,60
layer_17,95,123,62,62,70,67,60,59,62,59,61,59,59,60,59,59
layer_18,118,76,71,79,64,70,61,59,60,60,59,59,59,60,60,55
layer_19,94,72,61,65,59,82,62,61,64,59,59,59,59,59,59,55
layer_20,99,138,103,62,66,80,54,60,60,59,59,59,59,59,59,57
layer_21,65,74,66,106,62,58,62,59,59,59,59,59,59,57,44,53
layer_22,93,58,95,53,64,72,70,44,59,59,59,59,35,59,60,47
layer_23,117,81,106,107,49,105,59,62,29,38,61,62,57,62,42,47
