,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,353.0,44.0,406.0,109.0,502.0,510.0,223.0,25.0,354.0,400.0,448.0,395.0
layer_1,0.0,0.0,0.0,0.0,0.0,183.0,0.0,6.0,63.0,1.0,0.0,489.0
layer_2,56.0,0.0,14.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0
layer_3,0.0,0.0,1.0,23.0,34.0,0.0,0.0,0.0,4.0,130.0,14.0,0.0
layer_4,22.0,3.0,189.0,44.0,5.0,5.0,0.0,0.0,0.0,2.0,200.0,0.0
layer_5,53.0,7.0,328.0,1.0,30.0,0.0,0.0,32.0,9.0,9.0,35.0,61.0
layer_6,95.0,39.0,0.0,91.0,1.0,264.0,106.0,2.0,54.0,21.0,0.0,0.0
layer_7,126.0,1.0,27.0,0.0,65.0,0.0,0.0,4.0,3.0,47.0,14.0,0.0
layer_8,4.0,14.0,111.0,1.0,1.0,0.0,0.0,11.0,67.0,4.0,12.0,130.0
layer_9,0.0,3.0,1.0,0.0,2.0,459.0,4.0,0.0,4.0,0.0,21.0,6.0
layer_10,0.0,0.0,3.0,0.0,24.0,48.0,9.0,83.0,24.0,0.0,1.0,1.0
layer_11,72.0,1.0,0.0,1.0,48.0,0.0,2.0,2.0,0.0,0.0,114.0,0.0
