,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,51,45,55,48,44,57,45,47,36,64,54,68
layer_1,39,44,52,57,60,51,56,53,58,55,49,50
layer_2,59,50,45,41,55,49,56,43,52,45,52,57
layer_3,57,54,40,65,57,58,42,46,58,57,57,56
layer_4,61,57,57,61,57,60,58,45,57,57,57,46
layer_5,62,57,68,54,64,58,63,57,58,57,56,57
layer_6,59,57,57,57,62,57,57,59,56,59,56,57
layer_7,58,57,57,57,57,57,57,58,67,57,58,57
layer_8,57,58,57,57,57,57,61,57,57,57,57,57
layer_9,58,57,57,61,57,57,57,57,51,57,57,57
layer_10,57,57,57,57,57,57,57,57,57,61,57,59
layer_11,63,57,57,57,57,57,58,57,54,57,57,58
