,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,75,64,76,96,93,72,87,101,83,84,75,67
layer_1,111,87,93,69,74,68,73,72,69,69,89,71
layer_2,89,68,100,98,91,71,69,86,76,114,109,69
layer_3,69,69,87,94,69,69,126,108,63,72,69,82
layer_4,77,71,69,95,70,72,72,89,69,69,69,100
layer_5,71,69,87,75,70,70,76,71,69,69,70,69
layer_6,90,72,69,69,71,69,69,69,80,70,69,69
layer_7,93,69,69,69,73,69,69,69,68,69,69,69
layer_8,69,69,69,69,69,69,74,68,70,69,69,70
layer_9,69,69,69,77,69,69,69,69,71,69,69,69
layer_10,69,69,69,69,70,70,69,69,69,70,69,69
layer_11,71,69,69,71,69,69,69,69,103,69,70,69
