,0,1,2,3,4,5,6,7,8,9,10,11
0,0.055315472,0.14261019,0.32411408,0.3042351,0.17199655,0.10976664,0.019878997,0.0,0.08902334,0.29472774,0.1642178,0.32411408
1,0.3059637,0.08643042,0.0,0.00086430425,0.32065687,0.024200518,0.009507347,0.074330166,0.20051858,0.114088155,0.0051858253,0.051858254
2,0.030250648,0.30337077,0.13050994,0.035436474,0.009507347,0.115816765,0.008643042,0.17977528,0.12964563,0.12618841,0.35695764,0.21261884
3,0.007778738,0.050129645,0.34312877,0.37165082,0.012100259,0.1417459,0.063094206,0.015557476,0.094209164,0.056179777,0.009507347,0.12618841
4,0.025929127,0.27398443,0.35177183,0.20138289,0.0051858253,0.008643042,0.027657736,0.079515986,0.1028522,0.019878997,0.017286085,0.3059637
5,0.25410545,0.29472774,0.10630942,0.25496975,0.13742438,0.13223855,0.017286085,0.0025929126,0.004321521,0.29818496,0.00086430425,0.33016422
6,0.27657735,0.31719965,0.21780467,0.17026794,0.31460676,0.27225584,0.13310285,0.29299915,0.038029388,0.09853068,0.0051858253,0.004321521
7,0.14261019,0.03630078,0.057044078,0.0821089,0.028522039,0.3656007,0.05272256,0.25237682,0.03630078,0.31547105,0.117545374,0.35868627
8,0.008643042,0.3725151,0.050129645,0.00086430425,0.054451168,0.0051858253,0.050129645,0.13656007,0.010371651,0.019014694,0.012100259,0.2229905
9,0.09593777,0.20224719,0.092480555,0.055315472,0.17545375,0.1633535,0.26361278,0.17286085,0.084701814,0.10630942,0.17545375,0.12705272
10,0.07173725,0.07346586,0.060501296,0.07173725,0.081244595,0.063094206,0.07692308,0.08383751,0.06568712,0.10976664,0.13396716,0.07692308
11,0.11495246,0.12013829,0.09334486,0.074330166,0.079515986,0.08902334,0.097666375,0.13742438,0.1028522,0.09161625,0.074330166,0.06741573
