,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,86,0,50,0,25,4,77,47,6,97,63,99
layer_1,70,57,77,81,85,49,79,84,85,79,92,50
layer_2,91,73,81,77,74,67,35,81,78,86,85,81
layer_3,81,77,73,91,81,81,73,85,52,80,81,90
layer_4,86,83,81,102,81,84,84,18,81,83,81,85
layer_5,87,81,97,77,91,83,92,81,83,81,81,81
layer_6,83,81,81,81,84,84,81,83,99,86,80,81
layer_7,85,81,81,81,81,81,81,82,91,81,82,81
layer_8,82,82,81,81,81,81,85,81,81,81,81,81
layer_9,82,81,81,84,81,81,81,81,74,81,81,81
layer_10,81,81,81,81,81,81,81,81,81,89,81,83
layer_11,84,81,81,80,81,79,82,81,28,81,81,81
