,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,21,35,7,6,17,41,29,24,19,24,4,35
layer_1,12,12,20,17,12,19,19,18,16,18,45,17
layer_2,1,29,22,17,18,19,7,15,20,1,24,19
layer_3,10,24,12,4,8,3,13,15,26,16,14,24
layer_4,7,0,0,1,2,0,13,1,0,2,5,1
layer_5,0,1,2,3,1,0,1,0,0,1,9,0
layer_6,3,2,6,0,3,1,1,0,0,30,5,0
layer_7,83,0,0,1,8,3,0,4,1,16,0,1
layer_8,0,0,0,1,0,0,0,4,0,5,0,34
layer_9,0,2,4,2,3,3,0,5,5,1,2,0
layer_10,7,0,0,0,1,0,0,0,2,0,18,1
layer_11,1,0,4,0,2,1,0,0,6,3,0,0
