,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,11,8,22,19,11,34,36,21,15,39,6,37,26,25,10,29
layer_1,0,16,21,29,24,18,32,31,29,25,24,24,28,35,32,27
layer_2,3,18,14,14,7,11,20,27,26,7,19,26,29,18,16,20
layer_3,21,1,20,6,13,21,10,14,19,13,14,11,24,12,26,8
layer_4,1,29,0,16,37,23,31,34,23,26,15,15,24,19,23,15
layer_5,1,10,21,6,5,6,5,3,4,21,4,4,4,9,4,4
layer_6,33,25,4,6,3,4,5,8,5,4,4,5,4,4,5,7
layer_7,1,40,0,33,0,14,4,6,4,4,4,4,12,4,4,4
layer_8,7,0,19,6,4,6,20,14,5,4,4,4,4,4,4,4
layer_9,13,44,10,3,23,6,4,4,4,4,4,4,4,4,4,4
layer_10,15,44,9,6,4,17,4,4,4,4,4,4,4,4,4,4
layer_11,8,8,6,4,11,10,4,4,4,4,4,4,4,4,5,4
layer_12,45,2,5,9,6,4,13,18,4,4,4,4,4,4,4,4
layer_13,15,40,4,5,4,4,4,4,7,4,4,4,4,4,4,4
layer_14,21,7,6,4,6,6,4,4,4,4,4,4,7,4,4,14
layer_15,18,29,4,4,4,4,8,4,5,4,4,4,4,4,4,19
layer_16,44,30,4,4,5,5,4,4,4,4,4,4,4,13,4,4
layer_17,6,34,6,6,4,4,4,5,4,6,8,4,4,4,4,4
layer_18,35,16,4,34,4,4,4,4,5,5,4,4,4,4,7,4
layer_19,11,18,9,4,4,12,5,4,4,4,4,4,4,4,4,5
layer_20,20,33,6,4,4,13,8,4,4,4,4,4,4,4,4,4
layer_21,21,24,7,24,5,11,4,5,4,4,4,4,4,4,27,6
layer_22,6,12,47,6,46,7,12,53,4,8,4,4,36,4,4,8
layer_23,32,40,41,43,23,40,41,14,18,34,24,27,24,6,31,22
