,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0,33,0,0,0,0,0,5,0,0,0,0,0,0,0,39,0,7,0,7,0,0,0,0
layer_1,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2
layer_4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1
layer_5,0,1,2,1,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,1,1
layer_6,0,0,0,0,0,1,4,12,5,1,0,1,10,0,0,8,0,0,0,0,1,1,0,5
layer_7,2,5,0,0,0,0,3,17,25,2,0,0,0,12,1,0,0,1,1,0,4,3,0,0
layer_8,0,0,0,0,0,1,0,0,0,0,0,4,0,2,5,4,0,0,0,0,0,0,7,0
layer_9,1,14,3,0,0,0,14,49,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
layer_10,3,3,0,0,1,0,3,1,0,0,2,0,39,12,20,0,0,0,2,0,1,0,0,0
layer_11,0,0,2,1,0,0,0,0,0,0,0,2,1,19,3,0,0,0,11,9,0,1,0,0
layer_12,0,1,0,0,0,1,7,5,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,6
layer_13,0,0,0,0,0,0,28,1,13,3,0,0,0,0,0,0,0,0,0,15,0,0,0,0
layer_14,8,0,0,7,1,12,2,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,1
layer_15,0,0,1,3,2,0,0,0,5,0,3,0,0,0,1,0,0,4,0,0,0,0,0,0
layer_16,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
layer_17,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
layer_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
layer_19,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
layer_21,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0
layer_23,0,0,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
layer_24,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,1,2,0
layer_25,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_26,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,1,0,0,0
layer_27,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0
