,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,52,578,937,8,794,662,938,1084,837,0,20,615
layer_1,452,0,4,1186,0,358,50,235,164,0,228,3
layer_2,122,2151,2,1726,35,22,3,0,0,22,101,1893
layer_3,119,0,619,2080,743,1597,746,171,214,9,75,310
layer_4,611,4,863,1172,2151,43,139,135,188,277,11,511
layer_5,190,15,1426,34,35,243,22,2194,2115,326,1,607
layer_6,715,1166,128,2375,34,979,905,13,864,323,23,2042
layer_7,461,196,249,49,30,1040,43,395,95,462,1940,828
layer_8,514,77,240,220,1691,390,2120,620,472,131,118,879
layer_9,383,527,2075,221,1299,495,1182,71,1194,924,53,152
layer_10,1453,1359,955,102,937,325,180,360,616,206,1426,360
layer_11,972,335,135,201,1263,1353,768,582,71,629,390,72
