,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,968,836,794,343,863,0,605,689,990,0,760,42,503,465,591,416
layer_1,1272,1010,779,329,956,884,938,1069,513,595,553,518,541,406,8,353
layer_2,807,933,952,812,778,905,735,790,921,570,451,377,544,549,436,491
layer_3,1947,915,1216,354,1047,674,834,564,510,392,681,545,53,422,322,597
layer_4,1373,779,798,1730,948,897,554,414,582,530,319,409,424,293,381,584
layer_5,1214,2087,119,1099,844,486,470,316,345,263,255,307,252,252,252,252
layer_6,1175,1570,1187,54,450,382,739,338,401,261,267,252,255,252,245,295
layer_7,1478,1356,1323,150,1636,1219,545,286,4,270,271,258,263,252,251,253
layer_8,1591,2112,1644,1523,669,399,317,318,303,255,252,255,253,253,251,252
layer_9,1770,1415,1785,1479,763,400,347,270,288,252,256,257,252,340,255,252
layer_10,1887,588,1102,763,274,432,261,363,267,254,254,252,252,252,252,252
layer_11,2094,2039,1347,294,56,675,415,256,252,343,258,260,266,258,252,254
layer_12,705,1177,467,608,322,529,256,260,267,253,252,252,253,253,254,252
layer_13,1991,1554,475,408,258,313,332,257,252,252,255,252,253,251,252,253
layer_14,907,1192,457,392,305,263,253,264,291,254,252,255,364,252,306,259
layer_15,1327,2112,459,298,254,299,350,252,257,256,252,254,252,252,252,252
layer_16,1878,1869,427,394,310,253,252,356,253,252,277,252,252,252,252,252
layer_17,2101,1466,350,527,376,257,385,256,287,252,252,252,253,252,338,252
layer_18,1562,1619,552,253,372,396,580,252,252,252,252,255,253,252,252,337
layer_19,1420,531,357,272,255,256,265,259,254,252,252,252,252,252,252,252
layer_20,1207,479,369,404,304,252,256,252,253,252,252,252,252,253,252,251
layer_21,200,1249,251,356,336,320,252,318,256,252,252,585,252,252,175,252
layer_22,1339,561,1837,322,734,1364,920,1134,311,284,253,252,252,252,326,258
layer_23,1973,318,1856,1640,902,1130,1126,1345,444,372,870,325,414,314,305,284
