,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,10.885802,5.5106454,13.853848,8.912111,7.2685637,5.2233057,7.0591345,27.141947,11.924061,5.7624955,10.376825,4.63998
layer_1,3.925332,29.163555,30.365965,3.7792137,26.865644,7.129409,10.864257,3.7146652,5.020448,15.873591,8.631212,5.512523
layer_2,6.8082757,4.1646104,55.29887,15.031209,4.494379,11.382888,5.117075,17.88405,5.5817876,26.833395,4.738616,4.348049
layer_3,32.073418,3.2596397,12.2736845,42.052895,10.836165,2.8958478,18.075846,4.4760003,5.0948815,20.657597,8.763297,14.055957
layer_4,23.30933,28.573421,7.3560047,81.775955,52.314144,29.549349,56.734623,10.97296,25.685383,24.712925,17.9404,15.758483
layer_5,1.0594876,7.7166967,5.6521373,23.041817,11.474413,2.6358488,3.1331866,11.210308,5.829614,6.1410685,59.540344,27.619694
layer_6,6.9318976,19.490417,16.7162,60.952812,7.9013333,3.3927395,1.2107583,6.827397,17.056698,66.8176,41.445827,18.118376
layer_7,12.180256,22.209873,5.160532,45.00094,14.138984,17.434862,21.300144,12.468779,6.8334866,7.2706847,14.078668,12.913808
layer_8,3.0682,9.656475,7.604151,5.0321035,32.71644,26.168098,12.353102,7.2687435,47.52184,4.2420945,22.444155,23.347044
layer_9,6.0874767,25.345098,5.489468,21.298777,9.133861,20.652016,14.609269,9.351867,71.554855,4.9626617,4.5032806,11.800113
layer_10,13.513908,7.410985,69.84543,30.358435,22.699718,31.636942,11.069491,6.991016,32.67277,46.992577,22.581257,23.692682
layer_11,26.08471,60.620224,44.549187,3.6364367,45.84789,7.953633,13.235134,6.3432503,51.962193,1.741619,28.265087,78.027275
