,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,0.6430581,0.6280161,0.5310284,0.28088954,0.35582212,0.42733663,0.6748451,0.21737878,0.5225747,0.5336953,0.5050745,0.7161374
layer_1,0.30981618,0.25427365,0.3918178,0.28948388,0.68602604,0.4963109,0.4642485,0.580964,0.3543793,0.29688233,0.57175034,0.3799199
layer_2,0.43647465,0.30286956,0.12827179,0.20008111,0.44275028,0.1709661,0.28957406,1.0,0.49769092,0.3401376,0.43112165,0.29603925
layer_3,0.31246674,0.32886577,0.21908978,0.45768198,0.29603925,0.29881164,0.89028037,0.5129473,0.5526614,0.33488798,0.29603925,0.5881366
layer_4,0.3551824,0.33492675,0.29598543,0.78566587,0.29603925,0.32726312,0.34796697,0.8513192,0.30604994,0.30825132,0.2968299,0.085905865
layer_5,0.3047692,0.2954457,0.45463657,0.32510924,0.36448452,0.3029557,0.3765444,0.30223688,0.3150623,0.29603925,0.315462,0.29603925
layer_6,0.48042902,0.30815738,0.29603925,0.30003858,0.39203253,0.29507402,0.29603925,0.32587847,0.5894123,0.30205142,0.2964433,0.30723736
layer_7,0.7360569,0.29410464,0.29481533,0.2967005,0.3064859,0.2990896,0.2963548,0.29516768,0.32155174,0.29890525,0.29913116,0.29868054
layer_8,0.29603925,0.29315856,0.2934678,0.29629838,0.29839918,0.2990859,0.3569374,0.37513947,0.3036497,0.29603925,0.29603925,0.30390185
layer_9,0.29925585,0.2964751,0.29708967,0.3323273,0.29593584,0.29603925,0.2948301,0.295706,0.32361037,0.29563504,0.29698184,0.29595032
layer_10,0.29681274,0.29658532,0.2960069,0.29611993,0.2999668,0.35534242,0.2961591,0.29976374,0.29597753,0.44446495,0.29601398,0.30009708
layer_11,0.36940926,0.29684877,0.29603925,0.3035546,0.29583058,0.30119446,0.29606923,0.29908907,0.9262849,0.2967234,0.29830953,0.29734772
