,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23,head_24,head_25,head_26,head_27,head_28,head_29,head_30,head_31
layer_0,38.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,147.0,102.0,0.0,24.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
layer_2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0
layer_3,0.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,25.0,2.0,24.0,5.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,5.0,3.0,0.0,0.0,51.0,0.0,4.0,8.0
layer_4,0.0,0.0,0.0,0.0,17.0,0.0,5.0,7.0,24.0,1.0,1.0,0.0,1.0,12.0,0.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,57.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0
layer_5,0.0,3.0,8.0,18.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,6.0,2.0,59.0,12.0,37.0,1.0,2.0,0.0,7.0,1.0,0.0,10.0,0.0,0.0,0.0,20.0,2.0,4.0
layer_6,11.0,56.0,5.0,40.0,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,3.0,4.0,9.0,32.0,1.0,17.0,5.0,0.0,10.0,5.0,0.0,0.0,6.0,15.0,4.0,36.0
layer_7,10.0,2.0,15.0,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,29.0,91.0,87.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,2.0,1.0,0.0,0.0,40.0
layer_8,2.0,1.0,2.0,0.0,3.0,2.0,5.0,4.0,6.0,10.0,2.0,121.0,88.0,33.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,2.0,108.0,12.0,0.0,0.0,120.0,0.0,0.0
layer_9,8.0,0.0,2.0,15.0,37.0,20.0,3.0,27.0,0.0,0.0,0.0,10.0,0.0,94.0,35.0,19.0,1.0,0.0,2.0,10.0,6.0,1.0,0.0,13.0,0.0,1.0,55.0,0.0,3.0,14.0,8.0,3.0
layer_10,0.0,0.0,0.0,0.0,0.0,7.0,0.0,25.0,4.0,8.0,1.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,26.0,0.0,0.0
layer_11,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,11.0,0.0,1.0,10.0
layer_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,20.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,43.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
layer_13,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,2.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
layer_14,0.0,0.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,111.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0
layer_15,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0
