,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,75,0,9,2,0,0,0,48,8,6,9,0
layer_1,9,9,2,14,11,0,2,3,1,18,0,0
layer_2,0,0,1,0,0,0,6,0,0,20,0,6
layer_3,0,1,10,0,0,3,0,0,0,0,2,20
layer_4,0,26,0,7,1,0,0,0,11,3,0,0
layer_5,18,0,0,8,5,17,0,78,10,10,1,0
layer_6,10,59,4,29,0,0,5,1,25,0,19,0
layer_7,0,6,36,22,1,2,14,7,45,0,51,50
layer_8,8,5,4,143,0,0,49,134,83,0,2,7
layer_9,1,9,12,59,3,1,44,7,30,2,0,1
layer_10,15,0,0,3,34,78,35,4,0,19,6,0
layer_11,16,9,0,15,52,39,4,0,2,19,20,25
