,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,805,101,1772,126,93,1,338,683,702,531,1730,111
layer_1,1217,927,4,52,128,937,215,773,7,1793,12,26
layer_2,53,0,84,1000,27,25,906,36,0,1808,806,47
layer_3,122,21,225,22,24,30,4,13,202,382,8,232
layer_4,274,356,0,218,8,0,1,0,2164,96,0,0
layer_5,2212,40,0,10,100,28,1,3880,25,187,59,0
layer_6,76,1513,118,2606,0,0,7,42,3291,0,60,56
layer_7,1,64,437,2445,3,26,2,12,317,0,126,194
layer_8,66,302,70,357,0,5,3379,349,332,447,1,29
layer_9,0,7,877,1841,3,91,1337,0,2198,1078,0,3
layer_10,1928,2,1,1,451,1698,199,67,0,1560,10,0
layer_11,1834,2013,2,1705,2229,299,9,14,16,326,2225,2299
