,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,381,404,161,317,257,392,372,353,1262,324,331,857
layer_1,35,45,43,0,74,32,1,125,20,1,68,88
layer_2,327,61,5,2,29,1,95,36,15,327,77,141
layer_3,27,33,18,251,51,257,2,0,111,108,106,232
layer_4,43,53,0,9,23,243,44,24,4,5,19,69
layer_5,291,19,1,1,3,2,3,1,1,317,175,3
layer_6,3,6,1,14,73,72,81,2,0,209,21,312
layer_7,30,3,191,0,321,214,1,2,43,112,481,7
layer_8,1,0,18,14,1,11,10,10,1,81,273,179
layer_9,13,198,21,81,29,272,4,162,83,6,15,5
layer_10,53,5,63,13,116,4,126,18,228,8,154,81
layer_11,12,11,134,5,22,44,5,4,454,72,6,9
