,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,116,81,172,327,100,78,155,97,422,110,332,328
layer_1,15,112,13,0,11,13,0,33,2,0,13,32
layer_2,324,9,0,0,8,0,31,19,2,324,10,20
layer_3,21,5,4,240,52,254,0,0,7,151,11,140
layer_4,4,16,0,6,13,150,26,6,0,1,0,32
layer_5,159,0,1,0,0,0,1,1,0,304,192,1
layer_6,0,2,4,3,83,2,44,0,0,303,16,325
layer_7,32,5,123,1,316,213,0,1,31,114,257,15
layer_8,0,0,8,1,0,33,3,0,0,130,12,2
layer_9,0,0,4,0,0,8,1,11,51,9,7,0
layer_10,13,11,107,5,21,11,10,8,21,12,80,12
layer_11,9,15,73,16,22,23,19,9,159,23,14,10
