,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,0,2,10,2,7,0,0,2,1,2,3,7,0,6,21,5,2,3,2,7,2,4,2,1
layer_1,23,0,4,3,2,1,6,0,0,2,3,7,1,0,3,2,3,0,2,2,0,3,0,0
layer_2,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
layer_3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,3,0,0,3,0,0,0,0
layer_4,5,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
layer_5,11,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,1
layer_6,0,0,0,3,1,0,1,1,8,0,5,0,0,1,0,0,0,0,0,0,0,0,2,0
layer_7,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,0
layer_8,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,28,0,0,0,0,0,0,1,0
layer_9,0,0,0,0,1,0,0,0,0,0,1,11,0,0,0,0,0,1,0,2,0,0,0,0
layer_10,3,1,0,1,0,0,0,0,1,0,1,6,1,0,0,1,0,0,0,0,0,1,0,1
layer_11,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,2,0,2,0,0,0
layer_12,16,0,21,4,3,3,16,0,2,16,0,5,18,31,8,14,21,16,33,7,15,1,11,20
layer_13,12,26,3,7,8,3,5,5,55,19,9,10,7,13,9,22,3,10,9,14,3,4,4,4
layer_14,1,0,0,2,0,2,0,0,1,0,1,0,0,0,0,2,0,0,17,2,0,0,0,0
layer_15,6,16,1,1,0,1,1,2,2,1,1,2,0,3,3,2,2,0,0,1,1,3,1,5
layer_16,0,2,0,1,2,1,4,4,6,1,1,2,1,1,4,1,1,2,2,0,2,1,0,1
layer_17,4,2,0,1,0,2,7,2,2,2,1,0,0,1,1,2,0,1,6,1,0,6,0,32
layer_18,1,9,0,2,0,2,0,6,16,0,7,2,6,0,4,0,10,6,0,0,3,9,0,2
layer_19,2,2,0,5,0,0,1,0,9,4,1,2,10,13,14,0,0,0,3,5,2,2,3,3
layer_20,0,0,7,2,0,1,1,0,12,3,10,0,3,0,0,8,1,1,0,7,0,0,2,2
layer_21,2,2,3,0,0,0,8,0,1,2,1,3,3,0,2,5,0,0,2,1,1,0,1,2
layer_22,1,0,2,0,0,17,15,7,1,2,2,14,0,0,15,7,3,7,0,2,1,6,0,6
layer_23,6,4,1,0,11,4,11,3,4,3,1,2,1,10,1,1,2,2,2,12,1,6,0,0
