,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,15,42,0,0,0,2,0,5,1,0,0,0,4,2,0,53,0,39,0,3,0,14,0,0
layer_1,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
layer_3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,6
layer_4,0,1,0,16,0,5,0,0,0,0,0,8,1,5,0,0,0,1,0,4,0,0,0,5
layer_5,0,2,2,1,0,0,0,0,1,0,3,1,3,8,0,0,0,0,0,1,0,0,3,5
layer_6,2,0,0,0,0,14,1,6,2,1,0,1,6,0,0,6,0,2,0,0,1,0,12,30
layer_7,1,10,0,0,0,0,0,6,11,13,0,0,0,24,1,0,0,0,1,0,0,0,1,1
layer_8,0,0,0,2,4,6,0,0,0,0,4,9,0,2,13,18,0,0,1,0,0,1,1,0
layer_9,0,9,2,0,0,0,13,41,1,0,0,0,3,0,3,1,3,0,5,0,8,0,0,0
layer_10,3,1,0,0,1,0,1,1,0,0,1,1,31,12,16,0,0,0,0,0,1,0,0,0
layer_11,0,0,0,1,0,2,0,0,0,2,0,2,2,13,12,0,6,3,18,16,1,1,0,0
layer_12,0,1,2,0,0,4,1,1,0,0,0,0,0,0,0,0,2,5,1,0,0,0,3,12
layer_13,0,0,0,0,0,0,33,6,14,10,0,0,0,0,0,1,0,1,2,17,0,0,0,2
layer_14,19,0,0,10,3,27,5,2,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0
layer_15,0,1,1,17,0,0,0,0,3,0,7,1,0,0,3,3,0,9,1,0,0,0,1,4
layer_16,3,7,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
layer_17,0,0,0,0,0,1,6,5,1,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0
layer_18,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,0
layer_19,1,13,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
layer_20,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,6,1,0
layer_21,44,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
layer_22,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0
layer_23,0,0,0,0,26,20,0,0,0,0,0,0,0,0,2,0,8,1,0,0,0,0,0,1
layer_24,0,0,0,0,0,0,10,2,0,1,0,2,1,0,40,0,0,0,0,0,0,0,0,0
layer_25,0,6,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4
layer_26,0,6,1,0,2,0,0,2,0,0,0,0,3,11,2,0,0,2,0,5,0,0,0,0
layer_27,3,0,0,0,1,6,0,0,0,1,0,3,0,1,0,0,0,0,1,12,0,1,0,0
