,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15,head_16,head_17,head_18,head_19,head_20,head_21,head_22,head_23
layer_0,4.1300616,32.88645,1.5408643,2.61338,2.6490285,2.990818,11.1840105,25.930237,11.740865,0.6213949,0.5296984,1.3205218,1.6331112,6.738714,7.5386357,34.100975,7.5232472,19.570276,8.356601,14.296899,7.736144,3.0372431,3.1568252e-05,0.0005749203
layer_1,18.816803,5.3589706,1.3535935,1.4548118,3.0414968,3.5737407,9.068288,2.3542366,10.765428,11.436434,1.6760321,2.3740227,5.934954,3.074981,3.225402,11.5986185,16.054312,4.693999,0.7899481,1.5444227,0.8812307,13.6907,3.0646808,1.6439605
layer_2,1.1431816,0.754671,1.3916378,5.3205404,3.179019,7.4845586,1.9450458,2.390838,3.7119682,2.0897675,2.5555973,1.620497,1.9293237,1.1733248,8.405553,0.9100832,0.45627272,0.57247084,3.8032773,1.7121433,2.5195603,1.6305339,2.746761,3.6347864
layer_3,5.2522182,2.8375492,3.8353055,2.8522654,3.4530058,3.7872267,5.7268825,3.4618182,4.2027473,14.617008,5.2555304,11.71555,7.497522,3.6023788,2.5039768,8.541166,11.433286,2.3225834,4.727653,3.637809,3.29863,15.245964,9.23972,17.35092
layer_4,3.497418,3.4574704,3.2046192,9.125818,4.0174484,11.328021,16.060417,12.570954,3.17645,9.030683,10.028812,3.7430425,19.813622,6.4499645,4.3769093,3.880004,1.4225265,18.782312,5.187545,8.806041,3.8531523,1.3955039,1.0404822,5.8976107
layer_5,2.9971268,3.6326334,16.493706,12.740982,9.725006,7.8987727,0.4359022,0.08112045,3.5298352,7.330141,5.439154,13.753919,20.819586,21.956516,7.5884333,3.385944,7.266827,9.114007,3.839963,7.609095,9.646597,12.156985,6.7314034,9.092754
layer_6,11.423065,1.6050491,3.8530443,7.2589235,9.397507,11.385678,10.778126,19.467022,15.336876,14.021981,12.610306,16.62294,30.491442,4.3439136,14.704352,27.041445,11.599472,11.3425045,5.6352553,4.9605746,11.232612,8.787607,8.409423,14.100936
layer_7,14.117128,22.097282,8.270743,19.774578,11.699635,10.748992,25.114777,63.813633,33.8357,20.164776,8.767457,11.364659,13.126927,18.9168,16.81186,14.381703,16.770077,8.455603,15.093332,19.98205,23.050297,18.08609,14.8246565,12.554848
layer_8,8.034949,14.528655,2.545507,15.120041,10.769486,18.423033,5.528518,6.9260883,4.8870316,17.781965,8.724814,24.934992,15.069805,18.696337,22.654413,21.060862,19.785627,5.17324,13.606352,11.153463,17.544727,8.7481365,33.84192,18.928596
layer_9,23.43232,30.58127,22.113253,5.1246743,7.289478,5.397385,32.653576,43.65165,12.311482,10.608628,11.406436,10.078462,16.478758,11.723734,20.956259,8.960132,10.199933,16.624321,12.685797,5.391337,5.4847584,13.971387,24.794512,11.781775
layer_10,18.834423,16.665115,15.831058,5.007393,8.014915,7.5209837,17.7585,21.902092,19.603733,14.606926,23.93682,5.5516114,32.891518,31.821964,22.859936,9.928145,11.357051,14.7640915,25.224255,20.840132,18.669922,1.8307291,4.868654,6.98154
layer_11,18.400673,12.044019,22.289087,17.223316,13.836283,11.443796,12.72671,23.126247,17.92162,14.200919,15.103398,26.129744,26.69217,29.63703,14.739376,8.242927,17.777636,8.293064,25.797647,27.49553,17.131865,17.42329,17.405287,22.969189
layer_12,18.788967,18.308475,22.34221,4.3515077,4.7071023,13.4213915,38.06003,19.133062,19.81499,14.974134,19.756037,14.41304,19.195946,9.709379,16.796482,6.4916453,14.5951,24.3833,7.5327363,2.7992113,3.2682,6.245853,16.53312,19.059921
