,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,54.143486,60.847706,71.55321,104.12649,59.254963,93.78286,88.96501,70.785164,88.95827,56.05561,82.79669,63.194626,87.37536,62.555943,91.73057,55.975674
layer_1,57.007195,19.015503,36.1733,53.25909,106.93034,58.719193,22.01823,43.92262,95.33537,47.41406,66.0481,70.97606,86.114815,106.427765,46.33701,38.029697
layer_2,49.82087,29.03531,39.313625,132.86356,95.46532,47.719482,61.59143,73.114914,47.10457,68.507645,65.22637,53.51036,54.40805,168.45161,48.933933,182.47783
layer_3,22.346565,86.29837,19.083784,27.09523,22.154585,62.677784,9.801567,16.169456,12.498738,7.95072,13.657167,19.302172,12.051478,39.88173,13.220432,42.140205
layer_4,8.339848,10.9113245,12.256707,10.951329,23.306803,39.690285,8.619423,163.29587,11.275055,8.888933,11.559729,43.168137,8.078532,15.467981,13.284883,18.663689
layer_5,91.04081,19.145947,67.662766,12.787585,18.295292,68.04493,34.646088,14.478644,11.925647,12.060328,19.270756,16.514692,24.124641,13.364129,13.513382,198.97798
layer_6,38.181416,117.93262,8.197772,9.942862,14.804783,39.08838,10.75504,8.175228,20.459438,25.112959,10.843363,38.672592,10.987969,16.332426,11.708841,12.89003
layer_7,35.523552,80.58188,13.035428,21.331781,14.612404,31.58589,8.409423,13.508784,15.894834,10.819427,18.210825,152.21457,22.891651,24.4587,14.583608,17.937506
layer_8,12.946264,8.337276,11.724092,20.196108,30.339243,33.815784,23.922352,10.151042,39.637005,26.295197,11.715992,34.866863,72.47374,13.767654,44.61114,10.819999
layer_9,24.047451,28.989368,10.820776,18.662489,21.828165,30.699232,27.149239,32.2283,14.208501,83.913086,15.133273,11.052118,17.723602,40.95555,29.90675,16.247541
layer_10,25.110914,30.153881,20.314804,25.793642,41.787197,20.560434,11.96523,9.113076,15.326794,24.948137,23.374702,90.16641,22.344257,13.505118,23.23708,12.052722
layer_11,10.709625,39.58867,16.90135,31.189953,63.043518,41.060688,13.228638,24.207085,33.450222,15.851938,11.125569,163.99638,28.44096,28.758453,78.94199,15.17766
layer_12,20.768198,16.409431,14.144215,14.390275,11.087731,18.049408,14.377508,27.642603,14.107171,15.005174,9.761299,15.65857,38.082108,22.18758,48.49087,11.156853
layer_13,45.861576,17.339853,12.480675,12.321304,16.534275,11.382581,15.856964,13.265038,20.58389,12.041805,36.112118,8.844589,66.862465,10.270143,30.184801,22.904568
layer_14,26.499323,10.2923975,11.301594,11.105551,15.097731,19.325022,9.43443,17.421547,26.547586,81.38736,16.713968,20.8762,46.814873,23.19818,21.115967,13.938211
layer_15,14.821829,60.570465,10.965423,19.175018,13.225184,16.815908,22.623394,9.319895,23.614437,17.239359,12.848253,47.188267,11.063384,105.75511,43.441742,13.668919
layer_16,8.871969,11.318124,21.896362,33.085323,11.875675,18.320366,11.318537,8.242125,13.284705,14.15506,23.771461,11.682915,9.66254,11.046567,12.788053,11.636461
layer_17,18.729725,9.613796,41.35248,10.346106,13.225777,9.822379,10.697224,12.103164,20.000141,11.998025,10.872586,50.179054,14.522228,14.426355,12.532294,13.1098175
layer_18,15.106168,19.115692,9.348533,16.23324,13.875938,9.076496,15.296196,15.287238,19.625153,59.302876,11.830599,68.61123,16.943983,9.224881,10.015632,11.478795
layer_19,8.812352,9.244073,38.29671,15.116931,53.514694,11.287747,8.767458,9.242988,10.7472515,10.941209,10.676088,17.771927,13.290789,9.765373,14.842897,8.959797
layer_20,14.713848,9.53336,14.150806,49.567997,12.3537,21.156183,9.649845,10.682618,8.81883,10.660128,13.656504,42.484776,9.954283,11.248052,40.748814,23.178425
layer_21,10.825538,10.140816,21.250334,10.451187,8.7345,20.928003,8.819315,10.643819,8.506939,13.165761,10.218446,10.612676,27.436878,8.98339,12.3891735,12.807717
layer_22,9.895828,10.6004505,15.854065,11.315019,9.628274,9.701098,8.223333,8.829464,10.960616,8.899498,9.52736,9.487999,12.254191,10.091818,9.169837,11.47447
layer_23,10.151273,16.96427,8.904808,10.68045,10.667087,28.578959,9.598684,10.250655,13.410781,8.708041,17.582836,9.382504,10.144128,9.275733,8.92894,9.069096
layer_24,9.275833,8.944289,10.4641075,9.529541,12.201101,10.983263,20.076681,27.074137,12.52565,12.152156,14.177037,8.645024,47.483765,19.843248,12.574973,11.068358
layer_25,10.135602,14.123103,10.864141,11.724376,13.31253,12.272377,76.052185,9.605094,13.198215,8.989067,9.104177,9.15362,9.219958,16.878477,9.968221,9.553748
layer_26,10.706733,11.42227,13.287134,10.969463,12.576635,11.632284,10.741181,15.738395,9.036246,19.026966,53.00292,9.127187,29.590813,10.041066,8.904079,17.166285
layer_27,19.081429,11.460879,14.26773,72.165245,19.723938,39.479057,10.960977,15.871579,11.697815,13.251105,10.149208,17.174675,8.759122,13.406042,11.866906,11.975249
