,0,1,2,3,4,5,6,7,8,9,10,11
0,0.04682622,0.13007285,0.14047867,0.33350676,0.14932363,0.08584808,0.3251821,0.08740895,0.13059314,0.11914672,0.02289282,0.1618106
1,0.18158169,0.05671176,0.0,0.3496358,0.0,0.079084285,0.10718002,0.26170656,0.097814776,0.11030177,0.043704476,0.0962539
2,0.059313215,0.70811653,0.030697191,0.012486992,0.001560874,0.040062435,0.13891779,0.0,0.08272633,0.07492196,0.030176898,0.022372529
3,0.035900105,0.003121748,0.054630592,0.39281997,0.10145681,0.1503642,0.052029137,0.132154,0.005723205,0.001560874,0.0010405828,0.08376691
4,0.13059314,0.02341311,0.12174818,0.20343392,0.72632676,0.008844953,0.032258064,0.010926119,0.043704476,0.19614984,0.001560874,0.13371488
5,0.07544225,0.0026014568,0.16597295,0.003121748,0.003121748,0.051508844,0.0026014568,0.3314256,0.5858481,0.023933403,0.066077,0.078563996
6,0.007284079,0.015088449,0.006243496,0.53902185,0.04994797,0.022372529,0.06815817,0.0010405828,0.0962539,0.007284079,0.0052029137,0.027575443
7,0.11914672,0.10978148,0.013527576,0.0020811656,0.032258064,0.12486993,0.029136317,0.011966702,0.009885536,0.20187305,0.14568157,0.031737775
8,0.066077,0.013007284,0.06295525,0.010926119,0.29344434,0.09521332,0.3074922,0.14151925,0.09521332,0.014047867,0.08844953,0.070239335
9,0.061394382,0.06451613,0.26795006,0.09469303,0.20655566,0.09365244,0.17845994,0.016129032,0.09677419,0.031217482,0.036940686,0.119667016
10,0.05671176,0.26534858,0.078563996,0.17013527,0.04162331,0.17585848,0.054110304,0.034859523,0.13059314,0.08324662,0.21436004,0.021331945
11,0.17793965,0.03850156,0.010405827,0.10457856,0.13111342,0.144641,0.070239335,0.132154,0.0078043705,0.044745058,0.019771071,0.024453694
