,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11,head_12,head_13,head_14,head_15
layer_0,327,257,275,208,175,225,215,159,70,144,55,159,91,137,23,112
layer_1,28,314,199,156,118,108,103,134,117,111,96,91,100,127,101,125
layer_2,129,350,137,122,76,69,64,135,78,71,82,92,112,71,66,90
layer_3,343,133,110,121,81,71,67,105,87,58,80,68,81,68,88,35
layer_4,315,423,51,112,142,127,95,99,69,88,124,78,73,69,111,142
layer_5,281,372,120,179,85,390,58,57,58,60,58,58,42,58,58,62
layer_6,130,372,75,386,78,61,71,141,58,59,58,67,58,57,58,53
layer_7,311,444,9,82,43,294,128,160,99,73,64,63,60,58,58,58
layer_8,324,34,270,99,147,335,78,63,64,63,58,58,58,58,58,58
layer_9,392,108,104,140,184,77,228,61,62,58,58,58,58,58,58,58
layer_10,299,130,199,97,142,67,476,60,58,58,58,58,58,58,57,58
layer_11,102,206,81,75,58,125,58,204,59,58,58,58,58,58,58,58
layer_12,299,158,191,96,184,58,65,66,58,75,58,60,58,58,58,58
layer_13,363,101,69,98,84,69,78,64,70,59,100,58,58,58,58,58
layer_14,398,148,84,68,113,84,63,58,65,58,58,58,58,58,58,59
layer_15,116,323,186,69,63,58,82,66,64,58,58,58,58,60,58,58
layer_16,414,369,58,89,88,63,61,61,61,58,58,58,58,59,58,60
layer_17,211,204,91,106,73,64,80,62,58,59,58,58,58,58,58,58
layer_18,215,87,96,102,90,79,60,69,62,58,58,58,58,58,57,58
layer_19,70,104,86,62,69,69,95,59,58,64,58,60,58,58,59,74
layer_20,165,245,145,61,169,76,55,69,58,58,59,58,58,58,58,49
layer_21,209,279,56,164,64,61,66,58,58,58,58,58,58,58,160,84
layer_22,228,96,184,65,172,64,59,75,59,58,58,58,57,58,58,23
layer_23,261,227,181,251,81,168,82,62,37,53,96,64,114,82,68,90
