,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,0.7027174,0.8828477,0.5485654,0.09633563,1.2320913,1.2102318,0.14556812,0.34565803,0.045989543,1.13537,0.9556017,1.0598179
layer_1,0.42101973,0.38171017,0.2935606,0.60082734,0.43226674,0.08959624,0.5736178,0.7143289,1.0528147,0.27212572,0.51199436,0.5176291
layer_2,0.59905195,0.017883347,0.34068418,0.27567855,0.1979041,0.49913305,0.58338875,0.15344195,0.5582995,0.19313714,0.36535454,0.25091833
layer_3,0.21801929,0.36161917,0.19967711,0.9931335,0.26200214,0.23603278,0.19370241,0.07100948,0.3371468,0.1260781,0.2857925,0.4415207
layer_4,0.8708086,0.32787943,0.34442917,0.37556815,0.25097254,0.48523176,0.5597442,0.12869152,0.05072021,0.2264166,0.2685443,0.078996986
layer_5,0.14536853,0.11308457,0.13003048,0.48721406,0.5219033,0.3106581,0.06517929,0.55192304,0.38611376,0.11111052,0.52272195,0.4840333
layer_6,0.17657202,0.4330094,0.14979552,0.33527842,0.47466153,0.49195582,0.8131019,0.09730554,0.17852247,0.16335143,0.20293517,0.20531937
layer_7,0.04782675,0.16735888,0.3068587,0.17373528,0.5457983,0.04147962,0.16707139,0.26147637,0.6046611,0.72350353,0.4857652,0.124175854
layer_8,0.18654038,0.09197685,0.9966403,0.15868276,0.058407106,0.02599775,0.15084632,0.18177235,0.27416444,0.34648037,0.13925509,0.6247655
layer_9,0.19654974,0.14915015,0.08497059,0.20515834,0.19841242,0.44520348,0.16787288,0.2646284,0.25653017,0.12696055,0.16859105,0.20541894
layer_10,0.07055719,0.15104648,0.15418267,0.40614653,0.23501623,0.2736267,0.21016338,0.858008,0.3602664,0.23160802,0.058123212,0.30021104
layer_11,0.17708091,0.11888601,0.13242649,0.24202861,0.93448573,0.14128286,0.13179433,0.11641195,0.24959806,0.15960684,0.6471096,0.1832991
