,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,219,67,1019,56,68,8,605,75,174,399,1076,46
layer_1,903,540,19,9,9,337,62,221,11,1196,3,7
layer_2,40,1,639,3,5,0,475,36,0,105,161,10
layer_3,23,22,74,3,0,0,8,1,56,1,0,103
layer_4,27,139,3,2,15,0,0,0,447,2,0,0
layer_5,228,6,0,39,8,19,2,1477,27,0,0,0
layer_6,0,473,145,865,0,0,22,40,514,3,29,19
layer_7,2,44,6,69,2,32,3,4,140,0,0,126
layer_8,76,66,3,28,0,1,891,185,69,12,1,8
layer_9,13,1,58,949,0,1,10,1,353,85,0,14
layer_10,98,0,0,6,8,656,6,26,1,635,3,1
layer_11,658,337,0,102,509,94,0,11,4,85,184,1246
