,head_0,head_1,head_2,head_3,head_4,head_5,head_6,head_7,head_8,head_9,head_10,head_11
layer_0,105.33011,63.39029,141.2874,29.892876,102.92202,94.24401,97.76508,25.14112,146.89742,104.76456,88.34499,85.74835
layer_1,33.194748,19.54865,13.623267,37.87954,23.642954,93.71853,25.124952,30.560595,64.11135,10.677816,24.814003,130.9672
layer_2,82.0485,1.6448298,98.807526,15.24691,26.302408,25.940262,36.81558,23.653162,27.685522,15.90734,45.253407,34.258507
layer_3,29.502556,43.533566,10.468115,73.26561,38.56832,36.1387,9.798934,18.170227,14.955008,41.35749,14.901854,34.184383
layer_4,92.87901,17.978628,102.85823,32.886524,27.506485,18.678343,49.640827,7.934878,1.5960824,14.576182,102.11853,7.674404
layer_5,33.716393,9.325504,134.58333,57.91802,20.98055,25.512985,10.066027,10.340469,49.82136,5.6862154,12.983731,54.987576
layer_6,82.69353,40.6432,10.700874,23.699045,22.825907,121.17165,44.97089,8.565013,7.569389,7.5428853,6.3606873,14.669468
layer_7,66.60766,6.9739175,43.87808,4.9537683,30.254482,2.9833336,9.797553,7.7137923,43.205395,53.35204,26.785877,6.5787935
layer_8,18.743898,4.07601,78.92755,7.97641,4.265679,2.8890002,12.165556,27.225142,71.87813,16.79273,18.323755,45.359478
layer_9,10.94499,9.198853,7.162916,14.845045,8.299683,108.99128,19.782108,10.708612,9.410228,4.6145644,15.304434,25.690416
layer_10,6.895278,7.807717,23.573423,3.9499521,14.384688,67.08281,20.684023,84.12343,39.906372,18.228205,5.2947826,17.791904
layer_11,28.673824,19.184162,10.489502,14.234301,74.54028,14.534663,16.265224,14.231293,18.19338,18.097364,37.68766,11.344353
